time,default.BouncingBall.time,default.BouncingBall.h,default.BouncingBall.der(h),default.BouncingBall.v,default.BouncingBall.der(v),default.BouncingBall.v_min,default.BouncingBall.g,default.BouncingBall.e
1.5109999999999444,1.5109999999999444,0.031731633755100644,-2.02188155753671,-2.02188155753671,-9.81,0.1,-9.81,0.7
1.5119999999999443,1.5119999999999443,0.029704847197563933,-2.03169155753671,-2.03169155753671,-9.81,0.1,-9.81,0.7
1.5129999999999442,1.5129999999999442,0.027668250640027224,-2.04150155753671,-2.04150155753671,-9.81,0.1,-9.81,0.7
1.513999999999944,1.513999999999944,0.025621844082490516,-2.05131155753671,-2.05131155753671,-9.81,0.1,-9.81,0.7
1.514999999999944,1.514999999999944,0.02356562752495381,-2.0611215575367097,-2.0611215575367097,-9.81,0.1,-9.81,0.7
1.5159999999999438,1.5159999999999438,0.0214996009674171,-2.0709315575367095,-2.0709315575367095,-9.81,0.1,-9.81,0.7
1.5169999999999437,1.5169999999999437,0.01942376440988039,-2.0807415575367094,-2.0807415575367094,-9.81,0.1,-9.81,0.7
1.5179999999999436,1.5179999999999436,0.017338117852343682,-2.0905515575367093,-2.0905515575367093,-9.81,0.1,-9.81,0.7
1.5189999999999435,1.5189999999999435,0.015242661294806972,-2.100361557536709,-2.100361557536709,-9.81,0.1,-9.81,0.7
1.5199999999999434,1.5199999999999434,0.013137394737270262,-2.110171557536709,-2.110171557536709,-9.81,0.1,-9.81,0.7
1.5209999999999433,1.5209999999999433,0.011022318179733552,-2.119981557536709,-2.119981557536709,-9.81,0.1,-9.81,0.7
1.5219999999999432,1.5219999999999432,0.008897431622196843,-2.129791557536709,-2.129791557536709,-9.81,0.1,-9.81,0.7
1.522999999999943,1.522999999999943,0.006762735064660135,-2.1396015575367087,-2.1396015575367087,-9.81,0.1,-9.81,0.7
1.523999999999943,1.523999999999943,0.004618228507123425,-2.1494115575367085,-2.1494115575367085,-9.81,0.1,-9.81,0.7
1.5249999999999428,1.5249999999999428,0.002463911949586716,-2.1592215575367084,-2.1592215575367084,-9.81,0.1,-9.81,0.7
1.5259999999999427,1.5259999999999427,0.0002997853920500078,-2.1690315575367083,-2.1690315575367083,-9.81,0.1,-9.81,0.7
1.526138168461342,1.526138168461342,-1.2311115668572903e-16,-2.1703869901430353,-2.1703869901430353,-9.81,0.1,-9.81,0.7
1.5269999999999426,1.5269999999999426,0.0013028427914868468,1.510816325706451,1.510816325706451,-9.81,0.1,-9.81,0.7
1.5279999999999425,1.5279999999999425,0.0028073251445284867,1.501006325706451,1.501006325706451,-9.81,0.1,-9.81,0.7
1.5289999999999424,1.5289999999999424,0.004302920841486766,1.4911963257064509,1.4911963257064509,-9.81,0.1,-9.81,0.7
1.5299999999999423,1.5299999999999423,0.005789032385854681,1.4813863257064508,1.4813863257064508,-9.81,0.1,-9.81,0.7
1.5309999999999422,1.5309999999999422,0.0072654498356099,1.4715763257064507,1.4715763257064507,-9.81,0.1,-9.81,0.7
1.531999999999942,1.531999999999942,0.008732098463779123,1.4617663257064506,1.4617663257064506,-9.81,0.1,-9.81,0.7
1.532999999999942,1.532999999999942,0.010188951724330602,1.4519563257064505,1.4519563257064505,-9.81,0.1,-9.81,0.7
1.5339999999999419,1.5339999999999419,0.011636000184224265,1.4421463257064504,1.4421463257064504,-9.81,0.1,-9.81,0.7
1.5349999999999417,1.5349999999999417,0.013073240491614298,1.4323363257064503,1.4323363257064503,-9.81,0.1,-9.81,0.7
1.5359999999999416,1.5359999999999416,0.01450067145547981,1.4225263257064502,1.4225263257064502,-9.81,0.1,-9.81,0.7
1.5369999999999415,1.5369999999999415,0.01591829265261241,1.4127163257064501,1.4127163257064501,-9.81,0.1,-9.81,0.7
1.5379999999999414,1.5379999999999414,0.01732610393263239,1.40290632570645,1.40290632570645,-9.81,0.1,-9.81,0.7
1.5389999999999413,1.5389999999999413,0.018724105242104952,1.39309632570645,1.39309632570645,-9.81,0.1,-9.81,0.7
1.5399999999999412,1.5399999999999412,0.020112296562042973,1.3832863257064498,1.3832863257064498,-9.81,0.1,-9.81,0.7
1.540999999999941,1.540999999999941,0.021490677885699715,1.3734763257064497,1.3734763257064497,-9.81,0.1,-9.81,0.7
1.541999999999941,1.541999999999941,0.022859249210677834,1.3636663257064496,1.3636663257064496,-9.81,0.1,-9.81,0.7
1.5429999999999409,1.5429999999999409,0.024218010536125482,1.3538563257064495,1.3538563257064495,-9.81,0.1,-9.81,0.7
1.5439999999999408,1.5439999999999408,0.025566961861739974,1.3440463257064494,1.3440463257064494,-9.81,0.1,-9.81,0.7
1.5449999999999406,1.5449999999999406,0.02690610318741375,1.3342363257064493,1.3342363257064493,-9.81,0.1,-9.81,0.7
1.5459999999999405,1.5459999999999405,0.028235434513108622,1.3244263257064492,1.3244263257064492,-9.81,0.1,-9.81,0.7
