"time","model.root.$wallTime","model.root.fmu.$wallTime","system.fmu.time","system.fmu.h","system.fmu.der(h)","system.fmu.v","system.fmu.der(v)","system.fmu.v_min","system.fmu.g","system.fmu.e"
2.189, 0.012753412, 0.001245697, 2.189, -22.49265446, -21.47409, -21.47409, -9.81, 0.1, -9.81, 0.7
2.19, 0.012758313, 0.001246205, 2.19, -22.51412855, -21.4839, -21.4839, -9.81, 0.1, -9.81, 0.7
2.191, 0.012763993, 0.001246705, 2.191, -22.53561245, -21.49371, -21.49371, -9.81, 0.1, -9.81, 0.7
2.192, 0.012769353, 0.001247225, 2.192, -22.55710616, -21.50352, -21.50352, -9.81, 0.1, -9.81, 0.7
2.193, 0.012774833, 0.001247735, 2.193, -22.57860968, -21.51333, -21.51333, -9.81, 0.1, -9.81, 0.7
2.194, 0.012780654, 0.001248254, 2.194, -22.60012301, -21.52314, -21.52314, -9.81, 0.1, -9.81, 0.7
2.195, 0.012785594, 0.001248764, 2.195, -22.62164615, -21.53295, -21.53295, -9.81, 0.1, -9.81, 0.7
2.196, 0.012791254, 0.001249264, 2.196, -22.6431791, -21.54276, -21.54276, -9.81, 0.1, -9.81, 0.7
2.197, 0.012796764, 0.001249774, 2.197, -22.66472186, -21.55257, -21.55257, -9.81, 0.1, -9.81, 0.7
2.198, 0.012802174, 0.001250284, 2.198, -22.68627443, -21.56238, -21.56238, -9.81, 0.1, -9.81, 0.7
2.199, 0.012808054, 0.001250794, 2.199, -22.70783681, -21.57219, -21.57219, -9.81, 0.1, -9.81, 0.7
2.2, 0.012813204, 0.001251294, 2.2, -22.729409, -21.582, -21.582, -9.81, 0.1, -9.81, 0.7
2.201, 0.012818394, 0.001251802, 2.201, -22.750991, -21.59181, -21.59181, -9.81, 0.1, -9.81, 0.7
2.202, 0.012823634, 0.001252341, 2.202, -22.77258281, -21.60162, -21.60162, -9.81, 0.1, -9.81, 0.7
2.203, 0.012829314, 0.001252853, 2.203, -22.79418443, -21.61143, -21.61143, -9.81, 0.1, -9.81, 0.7
2.204, 0.012834455, 0.001253362, 2.204, -22.81579586, -21.62124, -21.62124, -9.81, 0.1, -9.81, 0.7
2.205, 0.012839924, 0.001253873, 2.205, -22.8374171, -21.63105, -21.63105, -9.81, 0.1, -9.81, 0.7
2.206, 0.012844785, 0.001254392, 2.206, -22.85904815, -21.64086, -21.64086, -9.81, 0.1, -9.81, 0.7
2.207, 0.012850635, 0.001254922, 2.207, -22.88068901, -21.65067, -21.65067, -9.81, 0.1, -9.81, 0.7
2.208, 0.012856534, 0.001255432, 2.208, -22.90233968, -21.66048, -21.66048, -9.81, 0.1, -9.81, 0.7
2.209, 0.012861444, 0.001255942, 2.209, -22.92400016, -21.67029, -21.67029, -9.81, 0.1, -9.81, 0.7
2.21, 0.012867084, 0.001256462, 2.21, -22.94567045, -21.6801, -21.6801, -9.81, 0.1, -9.81, 0.7
2.211, 0.012872094, 0.001256962, 2.211, -22.96735055, -21.68991, -21.68991, -9.81, 0.1, -9.81, 0.7
2.212, 0.012880834, 0.001257482, 2.212, -22.98904046, -21.69972, -21.69972, -9.81, 0.1, -9.81, 0.7
2.213, 0.012886754, 0.001258002, 2.213, -23.01074018, -21.70953, -21.70953, -9.81, 0.1, -9.81, 0.7
2.214, 0.012891744, 0.001258501, 2.214, -23.03244971, -21.71934, -21.71934, -9.81, 0.1, -9.81, 0.7
2.215, 0.012897163, 0.001259001, 2.215, -23.05416905, -21.72915, -21.72915, -9.81, 0.1, -9.81, 0.7
2.216, 0.012903034, 0.001259502, 2.216, -23.0758982, -21.73896, -21.73896, -9.81, 0.1, -9.81, 0.7
2.217, 0.012907994, 0.001260002, 2.217, -23.09763716, -21.74877, -21.74877, -9.81, 0.1, -9.81, 0.7
2.218, 0.012913644, 0.001260491, 2.218, -23.11938593, -21.75858, -21.75858, -9.81, 0.1, -9.81, 0.7
2.219, 0.012918565, 0.001261022, 2.219, -23.14114451, -21.76839, -21.76839, -9.81, 0.1, -9.81, 0.7
2.22, 0.012924195, 0.001261541, 2.22, -23.1629129, -21.7782, -21.7782, -9.81, 0.1, -9.81, 0.7
2.221, 0.012929515, 0.001262051, 2.221, -23.1846911, -21.78801, -21.78801, -9.81, 0.1, -9.81, 0.7
2.222, 0.012935055, 0.001262561, 2.222, -23.20647911, -21.79782, -21.79782, -9.81, 0.1, -9.81, 0.7
2.223, 0.012940685, 0.001263071, 2.223, -23.22827693, -21.80763, -21.80763, -9.81, 0.1, -9.81, 0.7
2.224, 0.012945635, 0.001263591, 2.224, -23.25008456, -21.81744, -21.81744, -9.81, 0.1, -9.81, 0.7
2.225, 0.012951355, 0.001264091, 2.225, -23.271902, -21.82725, -21.82725, -9.81, 0.1, -9.81, 0.7
2.226, 0.012956765, 0.001264591, 2.226, -23.29372925, -21.83706, -21.83706, -9.81, 0.1, -9.81, 0.7
2.227, 0.012962315, 0.001265102, 2.227, -23.31556631, -21.84687, -21.84687, -9.81, 0.1, -9.81, 0.7
2.228, 0.012968155, 0.001265624, 2.228, -23.33741318, -21.85668, -21.85668, -9.81, 0.1, -9.81, 0.7
2.229, 0.012973056, 0.001266124, 2.229, -23.35926986, -21.86649, -21.86649, -9.81, 0.1, -9.81, 0.7
2.23, 0.012978656, 0.001266633, 2.23, -23.38113635, -21.8763, -21.8763, -9.81, 0.1, -9.81, 0.7
2.231, 0.012983626, 0.001267133, 2.231, -23.40301265, -21.88611, -21.88611, -9.81, 0.1, -9.81, 0.7
2.232, 0.012989297, 0.001267632, 2.232, -23.42489876, -21.89592, -21.89592, -9.81, 0.1, -9.81, 0.7
2.233, 0.012995156, 0.001268142, 2.233, -23.44679468, -21.90573, -21.90573, -9.81, 0.1, -9.81, 0.7
2.234, 0.013000096, 0.001268634, 2.234, -23.46870041, -21.91554, -21.91554, -9.81, 0.1, -9.81, 0.7
2.235, 0.013005797, 0.001269143, 2.235, -23.49061595, -21.92535, -21.92535, -9.81, 0.1, -9.81, 0.7
2.236, 0.013011397, 0.001269643, 2.236, -23.5125413, -21.93516, -21.93516, -9.81, 0.1, -9.81, 0.7
2.237, 0.013016577, 0.001270153, 2.237, -23.53447646, -21.94497, -21.94497, -9.81, 0.1, -9.81, 0.7
2.238, 0.013022097, 0.001270663, 2.238, -23.55642143, -21.95478, -21.95478, -9.81, 0.1, -9.81, 0.7
2.239, 0.013027787, 0.001271183, 2.239, -23.57837621, -21.96459, -21.96459, -9.81, 0.1, -9.81, 0.7
2.24, 0.013032677, 0.001271683, 2.24, -23.6003408, -21.9744, -21.9744, -9.81, 0.1, -9.81, 0.7
2.241, 0.013038427, 0.001272192, 2.241, -23.6223152, -21.98421, -21.98421, -9.81, 0.1, -9.81, 0.7
2.242, 0.013043327, 0.001272692, 2.242, -23.64429941, -21.99402, -21.99402, -9.81, 0.1, -9.81, 0.7
2.243, 0.013049147, 0.001273199, 2.243, -23.66629343, -22.00383, -22.00383, -9.81, 0.1, -9.81, 0.7
2.244, 0.013054087, 0.00127371, 2.244, -23.68829726, -22.01364, -22.01364, -9.81, 0.1, -9.81, 0.7
2.245, 0.013059687, 0.001274229, 2.245, -23.7103109, -22.02345, -22.02345, -9.81, 0.1, -9.81, 0.7
2.246, 0.013065748, 0.001274739, 2.246, -23.73233435, -22.03326, -22.03326, -9.81, 0.1, -9.81, 0.7
2.247, 0.013071049, 0.001275249, 2.247, -23.75436761, -22.04307, -22.04307, -9.81, 0.1, -9.81, 0.7
2.248, 0.013076549, 0.001275759, 2.248, -23.77641068, -22.05288, -22.05288, -9.81, 0.1, -9.81, 0.7
2.249, 0.013082179, 0.00127626, 2.249, -23.79846356, -22.06269, -22.06269, -9.81, 0.1, -9.81, 0.7
2.25, 0.013087309, 0.00127676, 2.25, -23.82052625, -22.0725, -22.0725, -9.81, 0.1, -9.81, 0.7
2.251, 0.013093199, 0.00127727, 2.251, -23.84259875, -22.08231, -22.08231, -9.81, 0.1, -9.81, 0.7
2.252, 0.013099079, 0.00127779, 2.252, -23.86468106, -22.09212, -22.09212, -9.81, 0.1, -9.81, 0.7
2.253, 0.013108339, 0.00127841, 2.253, -23.88677318, -22.10193, -22.10193, -9.81, 0.1, -9.81, 0.7
2.254, 0.013115099, 0.001278922, 2.254, -23.90887511, -22.11174, -22.11174, -9.81, 0.1, -9.81, 0.7
2.255, 0.01312, 0.001279433, 2.255, -23.93098685, -22.12155, -22.12155, -9.81, 0.1, -9.81, 0.7
2.256, 0.0131258, 0.001279945, 2.256, -23.9531084, -22.13136, -22.13136, -9.81, 0.1, -9.81, 0.7
2.257, 0.013131819, 0.001280444, 2.257, -23.97523976, -22.14117, -22.14117, -9.81, 0.1, -9.81, 0.7
2.258, 0.013137139, 0.001280953, 2.258, -23.99738093, -22.15098, -22.15098, -9.81, 0.1, -9.81, 0.7
2.259, 0.013143798, 0.001281455, 2.259, -24.01953191, -22.16079, -22.16079, -9.81, 0.1, -9.81, 0.7
2.26, 0.013150139, 0.001281945, 2.26, -24.0416927, -22.1706, -22.1706, -9.81, 0.1, -9.81, 0.7
2.261, 0.01315587, 0.001282455, 2.261, -24.0638633, -22.18041, -22.18041, -9.81, 0.1, -9.81, 0.7
2.262, 0.013160801, 0.001282964, 2.262, -24.08604371, -22.19022, -22.19022, -9.81, 0.1, -9.81, 0.7
2.263, 0.013166281, 0.001283464, 2.263, -24.10823393, -22.20003, -22.20003, -9.81, 0.1, -9.81, 0.7
2.264, 0.013172191, 0.001283984, 2.264, -24.13043396, -22.20984, -22.20984, -9.81, 0.1, -9.81, 0.7
2.265, 0.013177301, 0.001284484, 2.265, -24.1526438, -22.21965, -22.21965, -9.81, 0.1, -9.81, 0.7
2.266, 0.013182841, 0.001284984, 2.266, -24.17486345, -22.22946, -22.22946, -9.81, 0.1, -9.81, 0.7
2.267, 0.013188571, 0.001285494, 2.267, -24.19709291, -22.23927, -22.23927, -9.81, 0.1, -9.81, 0.7
2.268, 0.013193611, 0.001286003, 2.268, -24.21933218, -22.24908, -22.24908, -9.81, 0.1, -9.81, 0.7
2.269, 0.013199162, 0.001286493, 2.269, -24.24158126, -22.25889, -22.25889, -9.81, 0.1, -9.81, 0.7
2.27, 0.013204662, 0.001287004, 2.27, -24.26384015, -22.2687, -22.2687, -9.81, 0.1, -9.81, 0.7
2.271, 0.013210912, 0.001287485, 2.271, -24.28610885, -22.27851, -22.27851, -9.81, 0.1, -9.81, 0.7
2.272, 0.013216371, 0.001288004, 2.272, -24.30838736, -22.28832, -22.28832, -9.81, 0.1, -9.81, 0.7
2.273, 0.013221891, 0.001288514, 2.273, -24.33067568, -22.29813, -22.29813, -9.81, 0.1, -9.81, 0.7
2.274, 0.013227661, 0.001289023, 2.274, -24.35297381, -22.30794, -22.30794, -9.81, 0.1, -9.81, 0.7
2.275, 0.013232609, 0.001289532, 2.275, -24.37528175, -22.31775, -22.31775, -9.81, 0.1, -9.81, 0.7
2.276, 0.013238279, 0.001290022, 2.276, -24.3975995, -22.32756, -22.32756, -9.81, 0.1, -9.81, 0.7
2.277, 0.013244049, 0.001290532, 2.277, -24.41992706, -22.33737, -22.33737, -9.81, 0.1, -9.81, 0.7
2.278, 0.013248929, 0.001291032, 2.278, -24.44226443, -22.34718, -22.34718, -9.81, 0.1, -9.81, 0.7
2.279, 0.013254449, 0.001291532, 2.279, -24.46461161, -22.35699, -22.35699, -9.81, 0.1, -9.81, 0.7
2.28, 0.013260159, 0.001292032, 2.28, -24.4869686, -22.3668, -22.3668, -9.81, 0.1, -9.81, 0.7
2.281, 0.013265349, 0.001292562, 2.281, -24.5093354, -22.37661, -22.37661, -9.81, 0.1, -9.81, 0.7
2.282, 0.013270949, 0.001293074, 2.282, -24.53171201, -22.38642, -22.38642, -9.81, 0.1, -9.81, 0.7
2.283, 0.013276819, 0.001293592, 2.283, -24.55409843, -22.39623, -22.39623, -9.81, 0.1, -9.81, 0.7
2.284, 0.01328265, 0.001294075, 2.284, -24.57649466, -22.40604, -22.40604, -9.81, 0.1, -9.81, 0.7
2.285, 0.01328813, 0.001294565, 2.285, -24.5989007, -22.41585, -22.41585, -9.81, 0.1, -9.81, 0.7
2.286, 0.01329374, 0.001295065, 2.286, -24.62131655, -22.42566, -22.42566, -9.81, 0.1, -9.81, 0.7
2.287, 0.0132995, 0.001295564, 2.287, -24.64374221, -22.43547, -22.43547, -9.81, 0.1, -9.81, 0.7
2.288, 0.013304441, 0.001296072, 2.288, -24.66617768, -22.44528, -22.44528, -9.81, 0.1, -9.81, 0.7
2.289, 0.01331002, 0.001296582, 2.289, -24.68862296, -22.45509, -22.45509, -9.81, 0.1, -9.81, 0.7
2.29, 0.013315781, 0.001297081, 2.29, -24.71107805, -22.4649, -22.4649, -9.81, 0.1, -9.81, 0.7
2.291, 0.013320821, 0.001297601, 2.291, -24.73354295, -22.47471, -22.47471, -9.81, 0.1, -9.81, 0.7
2.292, 0.013326521, 0.001298101, 2.292, -24.75601766, -22.48452, -22.48452, -9.81, 0.1, -9.81, 0.7
2.293, 0.013332371, 0.001298611, 2.293, -24.77850218, -22.49433, -22.49433, -9.81, 0.1, -9.81, 0.7
2.294, 0.013337731, 0.001299131, 2.294, -24.80099651, -22.50414, -22.50414, -9.81, 0.1, -9.81, 0.7
2.295, 0.013346331, 0.001299642, 2.295, -24.82350065, -22.51395, -22.51395, -9.81, 0.1, -9.81, 0.7
2.296, 0.013352261, 0.001300161, 2.296, -24.8460146, -22.52376, -22.52376, -9.81, 0.1, -9.81, 0.7
2.297, 0.013358011, 0.001300639, 2.297, -24.86853836, -22.53357, -22.53357, -9.81, 0.1, -9.81, 0.7
2.298, 0.013363731, 0.001301148, 2.298, -24.89107193, -22.54338, -22.54338, -9.81, 0.1, -9.81, 0.7
2.299, 0.01336866, 0.001301658, 2.299, -24.91361531, -22.55319, -22.55319, -9.81, 0.1, -9.81, 0.7
2.3, 0.01337433, 0.00130219, 2.3, -24.9361685, -22.563, -22.563, -9.81, 0.1, -9.81, 0.7
2.301, 0.013380191, 0.001302708, 2.301, -24.9587315, -22.57281, -22.57281, -9.81, 0.1, -9.81, 0.7
2.302, 0.013385241, 0.001303239, 2.302, -24.98130431, -22.58262, -22.58262, -9.81, 0.1, -9.81, 0.7
2.303, 0.013390861, 0.00130376, 2.303, -25.00388693, -22.59243, -22.59243, -9.81, 0.1, -9.81, 0.7
2.304, 0.013396471, 0.00130425, 2.304, -25.02647936, -22.60224, -22.60224, -9.81, 0.1, -9.81, 0.7
2.305, 0.013401831, 0.00130476, 2.305, -25.0490816, -22.61205, -22.61205, -9.81, 0.1, -9.81, 0.7
2.306, 0.013407391, 0.00130528, 2.306, -25.07169365, -22.62186, -22.62186, -9.81, 0.1, -9.81, 0.7
2.307, 0.013413201, 0.0013058, 2.307, -25.09431551, -22.63167, -22.63167, -9.81, 0.1, -9.81, 0.7
2.308, 0.013418211, 0.001306301, 2.308, -25.11694718, -22.64148, -22.64148, -9.81, 0.1, -9.81, 0.7
2.309, 0.013423912, 0.00130682, 2.309, -25.13958866, -22.65129, -22.65129, -9.81, 0.1, -9.81, 0.7
2.31, 0.013428972, 0.00130734, 2.31, -25.16223995, -22.6611, -22.6611, -9.81, 0.1, -9.81, 0.7
2.311, 0.013434892, 0.00130788, 2.311, -25.18490105, -22.67091, -22.67091, -9.81, 0.1, -9.81, 0.7
2.312, 0.013439892, 0.001308391, 2.312, -25.20757196, -22.68072, -22.68072, -9.81, 0.1, -9.81, 0.7
2.313, 0.013445543, 0.00130889, 2.313, -25.23025268, -22.69053, -22.69053, -9.81, 0.1, -9.81, 0.7
2.314, 0.013451303, 0.00130941, 2.314, -25.25294321, -22.70034, -22.70034, -9.81, 0.1, -9.81, 0.7
2.315, 0.013456303, 0.001309928, 2.315, -25.27564355, -22.71015, -22.71015, -9.81, 0.1, -9.81, 0.7
2.316, 0.013462034, 0.001310449, 2.316, -25.2983537, -22.71996, -22.71996, -9.81, 0.1, -9.81, 0.7
2.317, 0.013467824, 0.001310949, 2.317, -25.32107366, -22.72977, -22.72977, -9.81, 0.1, -9.81, 0.7
2.318, 0.013472984, 0.001311469, 2.318, -25.34380343, -22.73958, -22.73958, -9.81, 0.1, -9.81, 0.7
2.319, 0.013478454, 0.001311979, 2.319, -25.36654301, -22.74939, -22.74939, -9.81, 0.1, -9.81, 0.7
2.32, 0.013484304, 0.001312499, 2.32, -25.3892924, -22.7592, -22.7592, -9.81, 0.1, -9.81, 0.7
2.321, 0.013489754, 0.001313009, 2.321, -25.4120516, -22.76901, -22.76901, -9.81, 0.1, -9.81, 0.7
2.322, 0.013495164, 0.00131352, 2.322, -25.43482061, -22.77882, -22.77882, -9.81, 0.1, -9.81, 0.7
2.323, 0.013500964, 0.00131403, 2.323, -25.45759943, -22.78863, -22.78863, -9.81, 0.1, -9.81, 0.7
2.324, 0.013506833, 0.001314551, 2.324, -25.48038806, -22.79844, -22.79844, -9.81, 0.1, -9.81, 0.7
2.325, 0.013511873, 0.001315051, 2.325, -25.5031865, -22.80825, -22.80825, -9.81, 0.1, -9.81, 0.7
2.326, 0.013517553, 0.001315561, 2.326, -25.52599475, -22.81806, -22.81806, -9.81, 0.1, -9.81, 0.7
2.327, 0.013523382, 0.001316081, 2.327, -25.54881281, -22.82787, -22.82787, -9.81, 0.1, -9.81, 0.7
2.328, 0.013528533, 0.00131659, 2.328, -25.57164068, -22.83768, -22.83768, -9.81, 0.1, -9.81, 0.7
2.329, 0.013534203, 0.00131709, 2.329, -25.59447836, -22.84749, -22.84749, -9.81, 0.1, -9.81, 0.7
2.33, 0.013539944, 0.001317598, 2.33, -25.61732585, -22.8573, -22.8573, -9.81, 0.1, -9.81, 0.7
2.331, 0.013545154, 0.001318088, 2.331, -25.64018315, -22.86711, -22.86711, -9.81, 0.1, -9.81, 0.7
2.332, 0.013550684, 0.001318598, 2.332, -25.66305026, -22.87692, -22.87692, -9.81, 0.1, -9.81, 0.7
2.333, 0.013556574, 0.001319108, 2.333, -25.68592718, -22.88673, -22.88673, -9.81, 0.1, -9.81, 0.7
2.334, 0.013562334, 0.001319618, 2.334, -25.70881391, -22.89654, -22.89654, -9.81, 0.1, -9.81, 0.7
2.335, 0.013567664, 0.001320118, 2.335, -25.73171045, -22.90635, -22.90635, -9.81, 0.1, -9.81, 0.7
2.336, 0.013573314, 0.001320618, 2.336, -25.7546168, -22.91616, -22.91616, -9.81, 0.1, -9.81, 0.7
2.337, 0.013581874, 0.001321107, 2.337, -25.77753296, -22.92597, -22.92597, -9.81, 0.1, -9.81, 0.7
2.338, 0.013587924, 0.001321626, 2.338, -25.80045893, -22.93578, -22.93578, -9.81, 0.1, -9.81, 0.7
2.339, 0.013593124, 0.001322135, 2.339, -25.82339471, -22.94559, -22.94559, -9.81, 0.1, -9.81, 0.7
2.34, 0.013598663, 0.001322654, 2.34, -25.8463403, -22.9554, -22.9554, -9.81, 0.1, -9.81, 0.7
2.341, 0.013604584, 0.001323174, 2.341, -25.8692957, -22.96521, -22.96521, -9.81, 0.1, -9.81, 0.7
2.342, 0.013610293, 0.001323685, 2.342, -25.89226091, -22.97502, -22.97502, -9.81, 0.1, -9.81, 0.7
2.343, 0.013615643, 0.001324186, 2.343, -25.91523593, -22.98483, -22.98483, -9.81, 0.1, -9.81, 0.7
2.344, 0.013621344, 0.001324686, 2.344, -25.93822076, -22.99464, -22.99464, -9.81, 0.1, -9.81, 0.7
2.345, 0.013626984, 0.001325196, 2.345, -25.9612154, -23.00445, -23.00445, -9.81, 0.1, -9.81, 0.7
2.346, 0.013632024, 0.001325716, 2.346, -25.98421985, -23.01426, -23.01426, -9.81, 0.1, -9.81, 0.7
2.347, 0.013653974, 0.001326256, 2.347, -26.00723411, -23.02407, -23.02407, -9.81, 0.1, -9.81, 0.7
2.348, 0.013659454, 0.001326776, 2.348, -26.03025818, -23.03388, -23.03388, -9.81, 0.1, -9.81, 0.7
2.349, 0.013664704, 0.001327287, 2.349, -26.05329206, -23.04369, -23.04369, -9.81, 0.1, -9.81, 0.7
2.35, 0.013670424, 0.001327798, 2.35, -26.07633575, -23.0535, -23.0535, -9.81, 0.1, -9.81, 0.7
2.351, 0.013675445, 0.001328327, 2.351, -26.09938925, -23.06331, -23.06331, -9.81, 0.1, -9.81, 0.7
2.352, 0.013681344, 0.001328856, 2.352, -26.12245256, -23.07312, -23.07312, -9.81, 0.1, -9.81, 0.7
2.353, 0.013687095, 0.001329363, 2.353, -26.14552568, -23.08293, -23.08293, -9.81, 0.1, -9.81, 0.7
2.354, 0.013692445, 0.001329873, 2.354, -26.16860861, -23.09274, -23.09274, -9.81, 0.1, -9.81, 0.7
2.355, 0.013697985, 0.001330383, 2.355, -26.19170135, -23.10255, -23.10255, -9.81, 0.1, -9.81, 0.7
2.356, 0.013703765, 0.001330893, 2.356, -26.2148039, -23.11236, -23.11236, -9.81, 0.1, -9.81, 0.7
2.357, 0.013709555, 0.001331403, 2.357, -26.23791626, -23.12217, -23.12217, -9.81, 0.1, -9.81, 0.7
2.358, 0.013714935, 0.001331913, 2.358, -26.26103843, -23.13198, -23.13198, -9.81, 0.1, -9.81, 0.7
2.359, 0.013720535, 0.001332423, 2.359, -26.28417041, -23.14179, -23.14179, -9.81, 0.1, -9.81, 0.7
2.36, 0.013726205, 0.001332934, 2.36, -26.3073122, -23.1516, -23.1516, -9.81, 0.1, -9.81, 0.7
2.361, 0.013731235, 0.001333444, 2.361, -26.3304638, -23.16141, -23.16141, -9.81, 0.1, -9.81, 0.7
2.362, 0.013739165, 0.001334054, 2.362, -26.35362521, -23.17122, -23.17122, -9.81, 0.1, -9.81, 0.7
2.363, 0.013755274, 0.001335316, 2.363, -26.37679643, -23.18103, -23.18103, -9.81, 0.1, -9.81, 0.7
2.364, 0.013767594, 0.001336695, 2.364, -26.39997746, -23.19084, -23.19084, -9.81, 0.1, -9.81, 0.7
2.365, 0.013781034, 0.001337605, 2.365, -26.4231683, -23.20065, -23.20065, -9.81, 0.1, -9.81, 0.7
2.366, 0.013788374, 0.001338275, 2.366, -26.44636895, -23.21046, -23.21046, -9.81, 0.1, -9.81, 0.7
2.367, 0.013795284, 0.001338935, 2.367, -26.46957941, -23.22027, -23.22027, -9.81, 0.1, -9.81, 0.7
2.368, 0.013802904, 0.001339627, 2.368, -26.49279968, -23.23008, -23.23008, -9.81, 0.1, -9.81, 0.7
2.369, 0.013810424, 0.001340309, 2.369, -26.51602976, -23.23989, -23.23989, -9.81, 0.1, -9.81, 0.7
2.37, 0.013817723, 0.001340989, 2.37, -26.53926965, -23.2497, -23.2497, -9.81, 0.1, -9.81, 0.7
2.371, 0.013825012, 0.00134165, 2.371, -26.56251935, -23.25951, -23.25951, -9.81, 0.1, -9.81, 0.7
2.372, 0.013832313, 0.001342311, 2.372, -26.58577886, -23.26932, -23.26932, -9.81, 0.1, -9.81, 0.7
2.373, 0.013839414, 0.001342961, 2.373, -26.60904818, -23.27913, -23.27913, -9.81, 0.1, -9.81, 0.7
2.374, 0.013846904, 0.001343611, 2.374, -26.63232731, -23.28894, -23.28894, -9.81, 0.1, -9.81, 0.7
2.375, 0.013853724, 0.001344301, 2.375, -26.65561625, -23.29875, -23.29875, -9.81, 0.1, -9.81, 0.7
2.376, 0.013861284, 0.001344991, 2.376, -26.678915, -23.30856, -23.30856, -9.81, 0.1, -9.81, 0.7
2.377, 0.013868474, 0.001345661, 2.377, -26.70222356, -23.31837, -23.31837, -9.81, 0.1, -9.81, 0.7
2.378, 0.013876334, 0.001346351, 2.378, -26.72554193, -23.32818, -23.32818, -9.81, 0.1, -9.81, 0.7
2.379, 0.013893854, 0.001347152, 2.379, -26.74887011, -23.33799, -23.33799, -9.81, 0.1, -9.81, 0.7
2.38, 0.013900464, 0.001347822, 2.38, -26.7722081, -23.3478, -23.3478, -9.81, 0.1, -9.81, 0.7
2.381, 0.013905755, 0.001348362, 2.381, -26.7955559, -23.35761, -23.35761, -9.81, 0.1, -9.81, 0.7
2.382, 0.013911746, 0.001348871, 2.382, -26.81891351, -23.36742, -23.36742, -9.81, 0.1, -9.81, 0.7
2.383, 0.013917506, 0.00134938, 2.383, -26.84228093, -23.37723, -23.37723, -9.81, 0.1, -9.81, 0.7
2.384, 0.013922576, 0.001349891, 2.384, -26.86565816, -23.38704, -23.38704, -9.81, 0.1, -9.81, 0.7
2.385, 0.013928186, 0.001350411, 2.385, -26.8890452, -23.39685, -23.39685, -9.81, 0.1, -9.81, 0.7
2.386, 0.013933896, 0.001350911, 2.386, -26.91244205, -23.40666, -23.40666, -9.81, 0.1, -9.81, 0.7
2.387, 0.013938746, 0.001351431, 2.387, -26.93584871, -23.41647, -23.41647, -9.81, 0.1, -9.81, 0.7
2.388, 0.013944516, 0.001351951, 2.388, -26.95926518, -23.42628, -23.42628, -9.81, 0.1, -9.81, 0.7
2.389, 0.013950306, 0.001352451, 2.389, -26.98269146, -23.43609, -23.43609, -9.81, 0.1, -9.81, 0.7
2.39, 0.013955806, 0.00135294, 2.39, -27.00612755, -23.4459, -23.4459, -9.81, 0.1, -9.81, 0.7
2.391, 0.013961385, 0.001353439, 2.391, -27.02957345, -23.45571, -23.45571, -9.81, 0.1, -9.81, 0.7
2.392, 0.013967186, 0.001353948, 2.392, -27.05302916, -23.46552, -23.46552, -9.81, 0.1, -9.81, 0.7
2.393, 0.013973335, 0.001354459, 2.393, -27.07649468, -23.47533, -23.47533, -9.81, 0.1, -9.81, 0.7
2.394, 0.013978615, 0.00135498, 2.394, -27.09997001, -23.48514, -23.48514, -9.81, 0.1, -9.81, 0.7
2.395, 0.013984305, 0.0013555, 2.395, -27.12345515, -23.49495, -23.49495, -9.81, 0.1, -9.81, 0.7
2.396, 0.013990065, 0.001355999, 2.396, -27.1469501, -23.50476, -23.50476, -9.81, 0.1, -9.81, 0.7
2.397, 0.013995205, 0.001356511, 2.397, -27.17045486, -23.51457, -23.51457, -9.81, 0.1, -9.81, 0.7
2.398, 0.014000686, 0.00135699, 2.398, -27.19396943, -23.52438, -23.52438, -9.81, 0.1, -9.81, 0.7
2.399, 0.014006415, 0.00135752, 2.399, -27.21749381, -23.53419, -23.53419, -9.81, 0.1, -9.81, 0.7
2.4, 0.014011505, 0.00135801, 2.4, -27.241028, -23.544, -23.544, -9.81, 0.1, -9.81, 0.7
2.401, 0.014017155, 0.00135851, 2.401, -27.264572, -23.55381, -23.55381, -9.81, 0.1, -9.81, 0.7
2.402, 0.014022915, 0.001359, 2.402, -27.28812581, -23.56362, -23.56362, -9.81, 0.1, -9.81, 0.7
2.403, 0.014028595, 0.0013595, 2.403, -27.31168943, -23.57343, -23.57343, -9.81, 0.1, -9.81, 0.7
2.404, 0.014033955, 0.00136002, 2.404, -27.33526286, -23.58324, -23.58324, -9.81, 0.1, -9.81, 0.7
2.405, 0.014039415, 0.001360527, 2.405, -27.3588461, -23.59305, -23.59305, -9.81, 0.1, -9.81, 0.7
2.406, 0.014044945, 0.001361056, 2.406, -27.38243915, -23.60286, -23.60286, -9.81, 0.1, -9.81, 0.7
2.407, 0.014049855, 0.001361566, 2.407, -27.40604201, -23.61267, -23.61267, -9.81, 0.1, -9.81, 0.7
2.408, 0.014055615, 0.001362076, 2.408, -27.42965468, -23.62248, -23.62248, -9.81, 0.1, -9.81, 0.7
2.409, 0.014061376, 0.001362574, 2.409, -27.45327716, -23.63229, -23.63229, -9.81, 0.1, -9.81, 0.7
2.41, 0.014066386, 0.001363084, 2.41, -27.47690945, -23.6421, -23.6421, -9.81, 0.1, -9.81, 0.7
2.411, 0.014072186, 0.001363595, 2.411, -27.50055155, -23.65191, -23.65191, -9.81, 0.1, -9.81, 0.7
2.412, 0.014077976, 0.001364085, 2.412, -27.52420346, -23.66172, -23.66172, -9.81, 0.1, -9.81, 0.7
