time,fmu.h,fmu.v
0.875, 0.441305, -1.029069
0.876, 0.440276, -1.038879
0.877, 0.439237, -1.048689
0.878, 0.438188, -1.058499
0.879, 0.437130, -1.068309
0.88, 0.436061, -1.078119
0.881, 0.434983, -1.087929
0.882, 0.433895, -1.097739
0.883, 0.432798, -1.107549
0.884, 0.431690, -1.117359
0.885, 0.430573, -1.127169
0.886, 0.429446, -1.136979
0.887, 0.428309, -1.146789
0.888, 0.427162, -1.156599
0.889, 0.426005, -1.166409
0.89, 0.424839, -1.176219
0.891, 0.423663, -1.186029
0.892, 0.422476, -1.195839
0.893, 0.421281, -1.205649
0.894, 0.420075, -1.215459
0.895, 0.418860, -1.225269
0.896, 0.417634, -1.235079
0.897, 0.416399, -1.244889
0.898, 0.415154, -1.254699
0.899, 0.413900, -1.264509
0.9, 0.412635, -1.274319
0.901, 0.411361, -1.284129
0.902, 0.410077, -1.293939
0.903, 0.408783, -1.303749
0.904, 0.407479, -1.313559
0.905, 0.406165, -1.323369
0.906, 0.404842, -1.333179
0.907, 0.403509, -1.342989
0.908, 0.402166, -1.352799
0.909, 0.400813, -1.362609
0.91, 0.399450, -1.372419
0.911, 0.398078, -1.382229
0.912, 0.396696, -1.392039
0.913, 0.395304, -1.401849
0.914, 0.393902, -1.411659
0.915, 0.392490, -1.421469
0.916, 0.391069, -1.431279
0.917, 0.389638, -1.441089
0.918, 0.388196, -1.450899
0.919, 0.386746, -1.460709
0.92, 0.385285, -1.470519
0.921, 0.383814, -1.480329
0.922, 0.382334, -1.490139
0.923, 0.380844, -1.499949
0.924, 0.379344, -1.509759
0.925, 0.377834, -1.519569
0.926, 0.376315, -1.529379
0.927, 0.374785, -1.539189
0.928, 0.373246, -1.548999
0.929, 0.371697, -1.558809
0.93, 0.370138, -1.568619
0.931, 0.368570, -1.578429
0.932, 0.366991, -1.588239
0.933, 0.365403, -1.598049
0.934, 0.363805, -1.607859
0.935, 0.362197, -1.617669
0.936, 0.360579, -1.627479
0.937, 0.358952, -1.637289
0.938, 0.357315, -1.647099
0.939, 0.355667, -1.656909
0.94, 0.354011, -1.666719
0.941, 0.352344, -1.676529
0.942, 0.350667, -1.686339
0.943, 0.348981, -1.696149
0.944, 0.347285, -1.705959
0.945, 0.345579, -1.715769
0.946, 0.343863, -1.725579
0.947, 0.342137, -1.735389
0.948, 0.340402, -1.745199
0.949, 0.338657, -1.755009
0.95, 0.336902, -1.764819
0.951, 0.335137, -1.774629
0.952, 0.333362, -1.784439
0.953, 0.331578, -1.794249
0.954, 0.329784, -1.804059
0.955, 0.327980, -1.813869
0.956, 0.326166, -1.823679
0.957, 0.324342, -1.833489
0.958, 0.322509, -1.843299
0.959, 0.320665, -1.853109
0.96, 0.318812, -1.862919
0.961, 0.316949, -1.872729
0.962, 0.315077, -1.882539
0.963, 0.313194, -1.892349
0.964, 0.311302, -1.902159
0.965, 0.309400, -1.911969
0.966, 0.307488, -1.921779
0.967, 0.305566, -1.931589
0.968, 0.303634, -1.941399
0.969, 0.301693, -1.951209
0.97, 0.299742, -1.961019
0.971, 0.297781, -1.970829
0.972, 0.295810, -1.980639
0.973, 0.293829, -1.990449
0.974, 0.291839, -2.000259
0.975, 0.289838, -2.010069
0.976, 0.287828, -2.019879
0.977, 0.285808, -2.029689
0.978, 0.283779, -2.039499
0.979, 0.281739, -2.049309
0.98, 0.279690, -2.059119
0.981, 0.277631, -2.068929
0.982, 0.275562, -2.078739
0.983, 0.273483, -2.088549
0.984, 0.271395, -2.098359
0.985, 0.269296, -2.108169
0.986, 0.267188, -2.117979
0.987, 0.265070, -2.127789
0.988, 0.262942, -2.137599
0.989, 0.260805, -2.147409
0.99, 0.258657, -2.157219
0.991, 0.256500, -2.167029
0.992, 0.254333, -2.176839
0.993, 0.252156, -2.186649
0.994, 0.249970, -2.196459
0.995, 0.247773, -2.206269
0.996, 0.245567, -2.216079
0.997, 0.243351, -2.225889
0.998, 0.241125, -2.235699
0.999, 0.238889, -2.245509
1, 0.236644, -2.255319
1.001, 0.234388, -2.265129
1.002, 0.232123, -2.274939
1.003, 0.229848, -2.284749
1.004, 0.227564, -2.294559
1.005, 0.225269, -2.304369
1.006, 0.222965, -2.314179
1.007, 0.220650, -2.323989
1.008, 0.218326, -2.333799
1.009, 0.215993, -2.343609
1.01, 0.213649, -2.353419
1.011, 0.211296, -2.363229
1.012, 0.208932, -2.373039
1.013, 0.206559, -2.382849
1.014, 0.204177, -2.392659
1.015, 0.201784, -2.402469
1.016, 0.199381, -2.412279
1.017, 0.196969, -2.422089
1.018, 0.194547, -2.431899
1.019, 0.192115, -2.441709
1.02, 0.189673, -2.451519
1.021, 0.187222, -2.461329
1.022, 0.184761, -2.471139
1.023, 0.182289, -2.480949
1.024, 0.179808, -2.490759
1.025, 0.177318, -2.500569
1.026, 0.174817, -2.510379
1.027, 0.172307, -2.520189
1.028, 0.169787, -2.529999
1.029, 0.167257, -2.539809
1.03, 0.164717, -2.549619
1.031, 0.162167, -2.559429
1.032, 0.159608, -2.569239
1.033, 0.157038, -2.579049
1.034, 0.154459, -2.588859
1.035, 0.151871, -2.598669
1.036, 0.149272, -2.608479
1.037, 0.146663, -2.618289
1.038, 0.144045, -2.628099
1.039, 0.141417, -2.637909
1.04, 0.138779, -2.647719
1.041, 0.136131, -2.657529
1.042, 0.133474, -2.667339
1.043, 0.130807, -2.677149
1.044, 0.128129, -2.686959
1.045, 0.125442, -2.696769
1.046, 0.122746, -2.706579
1.047, 0.120039, -2.716389
1.048, 0.117323, -2.726199
1.049, 0.114596, -2.736009
1.05, 0.111860, -2.745819
1.051, 0.109115, -2.755629
1.052, 0.106359, -2.765439
1.053, 0.103594, -2.775249
1.054, 0.100818, -2.785059
1.055, 0.098033, -2.794869
1.056, 0.095238, -2.804679
1.057, 0.092434, -2.814489
1.058, 0.089619, -2.824299
1.059, 0.086795, -2.834109
1.06, 0.083961, -2.843919
1.061, 0.081117, -2.853729
1.062, 0.078263, -2.863539
1.063, 0.075400, -2.873349
1.064, 0.072526, -2.883159
1.065, 0.069643, -2.892969
1.066, 0.066750, -2.902779
1.067, 0.063847, -2.912589
1.068, 0.060935, -2.922399
1.069, 0.058012, -2.932209
1.07, 0.055080, -2.942019
1.071, 0.052138, -2.951829
1.072, 0.049186, -2.961639
1.073, 0.046225, -2.971449
1.074, 0.043253, -2.981259
1.075, 0.040272, -2.991069
1.076, 0.037281, -3.000879
1.077, 0.034280, -3.010689
1.078, 0.031269, -3.020499
1.079, 0.028249, -3.030309
1.08, 0.025219, -3.040119
1.081, 0.022178, -3.049929
1.082, 0.019129, -3.059739
1.083, 0.016069, -3.069549
1.084, 0.012999, -3.079359
1.085, 0.009920, -3.089169
1.086, 0.006831, -3.098979
1.087, 0.003732, -3.108789
1.088, 0.000623, -3.118599
1.089, 0.000000, 2.189886
1.09, 0.002190, 2.180076
1.091, 0.004370, 2.170266
1.092, 0.006540, 2.160456
1.093, 0.008701, 2.150646
1.094, 0.010851, 2.140836
1.095, 0.012992, 2.131026
1.096, 0.015123, 2.121216
1.097, 0.017244, 2.111406
1.098, 0.019356, 2.101596
1.099, 0.021457, 2.091786
1.1, 0.023549, 2.081976
1.101, 0.025631, 2.072166
1.102, 0.027703, 2.062356
1.103, 0.029766, 2.052546
1.104, 0.031818, 2.042736
1.105, 0.033861, 2.032926
1.106, 0.035894, 2.023116
1.107, 0.037917, 2.013306
1.108, 0.039930, 2.003496
1.109, 0.041934, 1.993686
1.11, 0.043928, 1.983876
1.111, 0.045911, 1.974066
1.112, 0.047885, 1.964256
1.113, 0.049850, 1.954446
1.114, 0.051804, 1.944636
1.115, 0.053749, 1.934826
1.116, 0.055684, 1.925016
1.117, 0.057609, 1.915206
1.118, 0.059524, 1.905396
1.119, 0.061429, 1.895586
1.12, 0.063325, 1.885776
1.121, 0.065211, 1.875966
1.122, 0.067087, 1.866156
1.123, 0.068953, 1.856346
1.124, 0.070809, 1.846536
1.125, 0.072656, 1.836726
1.126, 0.074492, 1.826916
1.127, 0.076319, 1.817106
1.128, 0.078136, 1.807296
1.129, 0.079944, 1.797486
1.13, 0.081741, 1.787676
1.131, 0.083529, 1.777866
1.132, 0.085307, 1.768056
1.133, 0.087075, 1.758246
1.134, 0.088833, 1.748436
1.135, 0.090581, 1.738626
1.136, 0.092320, 1.728816
1.137, 0.094049, 1.719006
1.138, 0.095768, 1.709196
1.139, 0.097477, 1.699386
1.14, 0.099176, 1.689576
1.141, 0.100866, 1.679766
1.142, 0.102546, 1.669956
1.143, 0.104216, 1.660146
1.144, 0.105876, 1.650336
1.145, 0.107526, 1.640526
1.146, 0.109167, 1.630716
1.147, 0.110797, 1.620906
1.148, 0.112418, 1.611096
1.149, 0.114029, 1.601286
1.15, 0.115631, 1.591476
1.151, 0.117222, 1.581666
1.152, 0.118804, 1.571856
1.153, 0.120376, 1.562046
1.154, 0.121938, 1.552236
1.155, 0.123490, 1.542426
1.156, 0.125032, 1.532616
1.157, 0.126565, 1.522806
1.158, 0.128088, 1.512996
1.159, 0.129601, 1.503186
1.16, 0.131104, 1.493376
1.161, 0.132597, 1.483566
1.162, 0.134081, 1.473756
1.163, 0.135555, 1.463946
1.164, 0.137019, 1.454136
1.165, 0.138473, 1.444326
1.166, 0.139917, 1.434516
1.167, 0.141352, 1.424706
1.168, 0.142776, 1.414896
1.169, 0.144191, 1.405086
1.17, 0.145596, 1.395276
1.171, 0.146992, 1.385466
1.172, 0.148377, 1.375656
1.173, 0.149753, 1.365846
1.174, 0.151119, 1.356036
1.175, 0.152475, 1.346226
1.176, 0.153821, 1.336416
1.177, 0.155157, 1.326606
1.178, 0.156484, 1.316796
1.179, 0.157801, 1.306986
1.18, 0.159108, 1.297176
1.181, 0.160405, 1.287366
1.182, 0.161692, 1.277556
1.183, 0.162970, 1.267746
1.184, 0.164238, 1.257936
1.185, 0.165495, 1.248126
1.186, 0.166744, 1.238316
1.187, 0.167982, 1.228506
1.188, 0.169210, 1.218696
1.189, 0.170429, 1.208886
1.19, 0.171638, 1.199076
1.191, 0.172837, 1.189266
1.192, 0.174026, 1.179456
1.193, 0.175206, 1.169646
1.194, 0.176375, 1.159836
1.195, 0.177535, 1.150026
1.196, 0.178685, 1.140216
1.197, 0.179826, 1.130406
1.198, 0.180956, 1.120596
1.199, 0.182077, 1.110786
1.2, 0.183187, 1.100976
1.201, 0.184288, 1.091166
1.202, 0.185379, 1.081356
1.203, 0.186461, 1.071546
1.204, 0.187532, 1.061736
1.205, 0.188594, 1.051926
1.206, 0.189646, 1.042116
1.207, 0.190688, 1.032306
1.208, 0.191720, 1.022496
1.209, 0.192743, 1.012686
1.21, 0.193756, 1.002876
1.211, 0.194759, 0.993066
1.212, 0.195752, 0.983256
1.213, 0.196735, 0.973446
1.214, 0.197708, 0.963636
1.215, 0.198672, 0.953826
1.216, 0.199626, 0.944016
1.217, 0.200570, 0.934206
1.218, 0.201504, 0.924396
1.219, 0.202428, 0.914586
1.22, 0.203343, 0.904776
1.221, 0.204248, 0.894966
1.222, 0.205143, 0.885156
1.223, 0.206028, 0.875346
1.224, 0.206903, 0.865536
1.225, 0.207769, 0.855726
1.226, 0.208624, 0.845916
1.227, 0.209470, 0.836106
1.228, 0.210306, 0.826296
1.229, 0.211133, 0.816486
1.23, 0.211949, 0.806676
1.231, 0.212756, 0.796866
1.232, 0.213553, 0.787056
1.233, 0.214340, 0.777246
1.234, 0.215117, 0.767436
1.235, 0.215885, 0.757626
1.236, 0.216642, 0.747816
1.237, 0.217390, 0.738006
1.238, 0.218128, 0.728196
1.239, 0.218856, 0.718386
1.24, 0.219575, 0.708576
1.241, 0.220283, 0.698766
1.242, 0.220982, 0.688956
1.243, 0.221671, 0.679146
1.244, 0.222350, 0.669336
1.245, 0.223019, 0.659526
1.246, 0.223679, 0.649716
1.247, 0.224329, 0.639906
1.248, 0.224969, 0.630096
1.249, 0.225599, 0.620286
1.25, 0.226219, 0.610476
1.251, 0.226829, 0.600666
1.252, 0.227430, 0.590856
1.253, 0.228021, 0.581046
1.254, 0.228602, 0.571236
1.255, 0.229173, 0.561426
1.256, 0.229735, 0.551616
1.257, 0.230286, 0.541806
1.258, 0.230828, 0.531996
1.259, 0.231360, 0.522186
1.26, 0.231882, 0.512376
1.261, 0.232395, 0.502566
1.262, 0.232897, 0.492756
1.263, 0.233390, 0.482946
1.264, 0.233873, 0.473136
1.265, 0.234346, 0.463326
1.266, 0.234809, 0.453516
1.267, 0.235263, 0.443706
1.268, 0.235707, 0.433896
1.269, 0.236140, 0.424086
1.27, 0.236565, 0.414276
1.271, 0.236979, 0.404466
1.272, 0.237383, 0.394656
1.273, 0.237778, 0.384846
1.274, 0.238163, 0.375036
1.275, 0.238538, 0.365226
1.276, 0.238903, 0.355416
1.277, 0.239258, 0.345606
1.278, 0.239604, 0.335796
1.279, 0.239940, 0.325986
1.28, 0.240266, 0.316176
1.281, 0.240582, 0.306366
1.282, 0.240888, 0.296556
1.283, 0.241185, 0.286746
1.284, 0.241472, 0.276936
1.285, 0.241749, 0.267126
1.286, 0.242016, 0.257316
1.287, 0.242273, 0.247506
1.288, 0.242521, 0.237696
1.289, 0.242758, 0.227886
1.29, 0.242986, 0.218076
1.291, 0.243204, 0.208266
1.292, 0.243412, 0.198456
1.293, 0.243611, 0.188646
1.294, 0.243800, 0.178836
1.295, 0.243978, 0.169026
1.296, 0.244147, 0.159216
1.297, 0.244307, 0.149406
1.298, 0.244456, 0.139596
1.299, 0.244596, 0.129786
1.3, 0.244725, 0.119976
1.301, 0.244845, 0.110166
1.302, 0.244956, 0.100356
1.303, 0.245056, 0.090546
1.304, 0.245147, 0.080736
1.305, 0.245227, 0.070926
1.306, 0.245298, 0.061116
1.307, 0.245359, 0.051306
1.308, 0.245411, 0.041496
1.309, 0.245452, 0.031686
1.31, 0.245484, 0.021876
1.311, 0.245506, 0.012066
1.312, 0.245518, 0.002256
1.313, 0.245520, -0.007554
1.314, 0.245512, -0.017364
1.315, 0.245495, -0.027174
1.316, 0.245468, -0.036984
1.317, 0.245431, -0.046794
1.318, 0.245384, -0.056604
1.319, 0.245327, -0.066414
1.32, 0.245261, -0.076224
1.321, 0.245185, -0.086034
1.322, 0.245099, -0.095844
1.323, 0.245003, -0.105654
1.324, 0.244897, -0.115464
1.325, 0.244782, -0.125274
1.326, 0.244657, -0.135084
1.327, 0.244522, -0.144894
1.328, 0.244377, -0.154704
1.329, 0.244222, -0.164514
1.33, 0.244057, -0.174324
1.331, 0.243883, -0.184134
1.332, 0.243699, -0.193944
1.333, 0.243505, -0.203754
1.334, 0.243301, -0.213564
1.335, 0.243088, -0.223374
1.336, 0.242864, -0.233184
1.337, 0.242631, -0.242994
1.338, 0.242388, -0.252804
1.339, 0.242135, -0.262614
1.34, 0.241873, -0.272424
1.341, 0.241600, -0.282234
1.342, 0.241318, -0.292044
1.343, 0.241026, -0.301854
1.344, 0.240724, -0.311664
1.345, 0.240412, -0.321474
1.346, 0.240091, -0.331284
1.347, 0.239760, -0.341094
1.348, 0.239419, -0.350904
1.349, 0.239068, -0.360714
1.35, 0.238707, -0.370524
1.351, 0.238337, -0.380334
1.352, 0.237956, -0.390144
1.353, 0.237566, -0.399954
1.354, 0.237166, -0.409764
1.355, 0.236756, -0.419574
1.356, 0.236337, -0.429384
1.357, 0.235907, -0.439194
1.358, 0.235468, -0.449004
1.359, 0.235019, -0.458814
1.36, 0.234560, -0.468624
1.361, 0.234092, -0.478434
1.362, 0.233613, -0.488244
1.363, 0.233125, -0.498054
1.364, 0.232627, -0.507864
1.365, 0.232119, -0.517674
1.366, 0.231601, -0.527484
1.367, 0.231074, -0.537294
1.368, 0.230537, -0.547104
1.369, 0.229990, -0.556914
1.37, 0.229433, -0.566724
1.371, 0.228866, -0.576534
1.372, 0.228289, -0.586344
1.373, 0.227703, -0.596154
1.374, 0.227107, -0.605964
1.375, 0.226501, -0.615774
1.376, 0.225885, -0.625584
1.377, 0.225260, -0.635394
1.378, 0.224624, -0.645204
1.379, 0.223979, -0.655014
1.38, 0.223324, -0.664824
1.381, 0.222659, -0.674634
1.382, 0.221985, -0.684444
1.383, 0.221300, -0.694254
1.384, 0.220606, -0.704064
1.385, 0.219902, -0.713874
1.386, 0.219188, -0.723684
1.387, 0.218464, -0.733494
1.388, 0.217731, -0.743304
1.389, 0.216987, -0.753114
1.39, 0.216234, -0.762924
1.391, 0.215471, -0.772734
1.392, 0.214699, -0.782544
1.393, 0.213916, -0.792354
1.394, 0.213124, -0.802164
1.395, 0.212322, -0.811974
1.396, 0.211510, -0.821784
1.397, 0.210688, -0.831594
1.398, 0.209856, -0.841404
1.399, 0.209015, -0.851214
1.4, 0.208164, -0.861024
1.401, 0.207303, -0.870834
1.402, 0.206432, -0.880644
1.403, 0.205551, -0.890454
1.404, 0.204661, -0.900264
1.405, 0.203760, -0.910074
1.406, 0.202850, -0.919884
1.407, 0.201930, -0.929694
1.408, 0.201001, -0.939504
1.409, 0.200061, -0.949314
1.41, 0.199112, -0.959124
1.411, 0.198153, -0.968934
1.412, 0.197184, -0.978744
1.413, 0.196205, -0.988554
1.414, 0.195217, -0.998364
1.415, 0.194218, -1.008174
1.416, 0.193210, -1.017984
1.417, 0.192192, -1.027794
1.418, 0.191164, -1.037604
1.419, 0.190127, -1.047414
1.42, 0.189079, -1.057224
1.421, 0.188022, -1.067034
1.422, 0.186955, -1.076844
1.423, 0.185878, -1.086654
1.424, 0.184791, -1.096464
