"time","model.root.$wallTime","model.root.fmu.$wallTime","system.fmu.time","system.fmu.x","system.fmu.der(x)","system.fmu.k"
2.817, 0.010417026, 0.000771293, 2.8, 0.0523347633027, -0.0523347633027, 1
2.818, 0.010420666, 0.000771553, 2.8, 0.0523347633027, -0.0523347633027, 1
2.819, 0.010424196, 0.000771803, 2.8, 0.0523347633027, -0.0523347633027, 1
2.82, 0.010427776, 0.000772063, 2.8, 0.0523347633027, -0.0523347633027, 1
2.821, 0.010431335, 0.000772303, 2.8, 0.0523347633027, -0.0523347633027, 1
2.822, 0.010434865, 0.000772574, 2.8, 0.0523347633027, -0.0523347633027, 1
2.823, 0.010438295, 0.000772834, 2.8, 0.0523347633027, -0.0523347633027, 1
2.824, 0.010441884, 0.000773104, 2.8, 0.0523347633027, -0.0523347633027, 1
2.825, 0.010445354, 0.000773362, 2.8, 0.0523347633027, -0.0523347633027, 1
2.826, 0.010448785, 0.000773623, 2.8, 0.0523347633027, -0.0523347633027, 1
2.827, 0.010452335, 0.000773872, 2.8, 0.0523347633027, -0.0523347633027, 1
2.828, 0.010455745, 0.000774134, 2.8, 0.0523347633027, -0.0523347633027, 1
2.829, 0.010459265, 0.000774386, 2.8, 0.0523347633027, -0.0523347633027, 1
2.83, 0.010462596, 0.000774647, 2.8, 0.0523347633027, -0.0523347633027, 1
2.831, 0.010466267, 0.000774905, 2.8, 0.0523347633027, -0.0523347633027, 1
2.832, 0.010469787, 0.000775165, 2.8, 0.0523347633027, -0.0523347633027, 1
2.833, 0.010473456, 0.000775404, 2.8, 0.0523347633027, -0.0523347633027, 1
2.834, 0.010476966, 0.000775677, 2.8, 0.0523347633027, -0.0523347633027, 1
2.835, 0.010480516, 0.000775946, 2.8, 0.0523347633027, -0.0523347633027, 1
2.836, 0.010483996, 0.000776216, 2.8, 0.0523347633027, -0.0523347633027, 1
2.837, 0.010487476, 0.000776476, 2.8, 0.0523347633027, -0.0523347633027, 1
2.838, 0.010490986, 0.000776746, 2.8, 0.0523347633027, -0.0523347633027, 1
2.839, 0.010494416, 0.000777006, 2.8, 0.0523347633027, -0.0523347633027, 1
2.84, 0.010497896, 0.000777256, 2.8, 0.0523347633027, -0.0523347633027, 1
2.841, 0.010501406, 0.000777516, 2.8, 0.0523347633027, -0.0523347633027, 1
2.842, 0.010504956, 0.000777776, 2.8, 0.0523347633027, -0.0523347633027, 1
2.843, 0.010508436, 0.000778034, 2.8, 0.0523347633027, -0.0523347633027, 1
2.844, 0.010511966, 0.000778294, 2.8, 0.0523347633027, -0.0523347633027, 1
2.845, 0.010515366, 0.000778553, 2.8, 0.0523347633027, -0.0523347633027, 1
2.846, 0.010519136, 0.000778804, 2.8, 0.0523347633027, -0.0523347633027, 1
2.847, 0.010522656, 0.000779065, 2.8, 0.0523347633027, -0.0523347633027, 1
2.848, 0.010526327, 0.000779337, 2.8, 0.0523347633027, -0.0523347633027, 1
2.849, 0.010529767, 0.000779586, 2.8, 0.0523347633027, -0.0523347633027, 1
2.85, 0.010533277, 0.000779846, 2.8, 0.0523347633027, -0.0523347633027, 1
2.851, 0.010536757, 0.000780095, 2.8, 0.0523347633027, -0.0523347633027, 1
2.852, 0.010540176, 0.000780354, 2.8, 0.0523347633027, -0.0523347633027, 1
2.853, 0.010543757, 0.000780626, 2.8, 0.0523347633027, -0.0523347633027, 1
2.854, 0.010547177, 0.000780894, 2.8, 0.0523347633027, -0.0523347633027, 1
2.855, 0.010550767, 0.000781145, 2.8, 0.0523347633027, -0.0523347633027, 1
2.856, 0.010554196, 0.000781415, 2.8, 0.0523347633027, -0.0523347633027, 1
2.857, 0.010557776, 0.000781685, 2.8, 0.0523347633027, -0.0523347633027, 1
2.858, 0.010561236, 0.000781945, 2.8, 0.0523347633027, -0.0523347633027, 1
2.859, 0.010564856, 0.000782195, 2.8, 0.0523347633027, -0.0523347633027, 1
2.86, 0.010568306, 0.000782455, 2.8, 0.0523347633027, -0.0523347633027, 1
2.861, 0.010572026, 0.000782725, 2.8, 0.0523347633027, -0.0523347633027, 1
2.862, 0.010575536, 0.000782995, 2.8, 0.0523347633027, -0.0523347633027, 1
2.863, 0.010579016, 0.000783265, 2.8, 0.0523347633027, -0.0523347633027, 1
2.864, 0.010582506, 0.000783525, 2.8, 0.0523347633027, -0.0523347633027, 1
2.865, 0.010585926, 0.000783775, 2.8, 0.0523347633027, -0.0523347633027, 1
2.866, 0.010591945, 0.000784025, 2.8, 0.0523347633027, -0.0523347633027, 1
2.867, 0.010595595, 0.000784284, 2.8, 0.0523347633027, -0.0523347633027, 1
2.868, 0.010599035, 0.000784545, 2.8, 0.0523347633027, -0.0523347633027, 1
2.869, 0.010602525, 0.000784814, 2.8, 0.0523347633027, -0.0523347633027, 1
2.87, 0.010605975, 0.000785083, 2.8, 0.0523347633027, -0.0523347633027, 1
2.871, 0.010609495, 0.000785353, 2.8, 0.0523347633027, -0.0523347633027, 1
2.872, 0.010613036, 0.000785602, 2.8, 0.0523347633027, -0.0523347633027, 1
2.873, 0.010616575, 0.000785851, 2.8, 0.0523347633027, -0.0523347633027, 1
2.874, 0.010620095, 0.0007861, 2.8, 0.0523347633027, -0.0523347633027, 1
2.875, 0.010623666, 0.000786361, 2.8, 0.0523347633027, -0.0523347633027, 1
2.876, 0.010627167, 0.000786621, 2.8, 0.0523347633027, -0.0523347633027, 1
2.877, 0.010630587, 0.000786871, 2.8, 0.0523347633027, -0.0523347633027, 1
2.878, 0.010634147, 0.000787131, 2.8, 0.0523347633027, -0.0523347633027, 1
2.879, 0.010637567, 0.000787391, 2.8, 0.0523347633027, -0.0523347633027, 1
2.88, 0.010641287, 0.000787651, 2.8, 0.0523347633027, -0.0523347633027, 1
2.881, 0.010644717, 0.000787901, 2.8, 0.0523347633027, -0.0523347633027, 1
2.882, 0.010648297, 0.000788171, 2.8, 0.0523347633027, -0.0523347633027, 1
2.883, 0.010651847, 0.000788421, 2.8, 0.0523347633027, -0.0523347633027, 1
2.884, 0.010655387, 0.000788671, 2.8, 0.0523347633027, -0.0523347633027, 1
2.885, 0.010658957, 0.000788921, 2.8, 0.0523347633027, -0.0523347633027, 1
2.886, 0.010662397, 0.00078916, 2.8, 0.0523347633027, -0.0523347633027, 1
2.887, 0.010665967, 0.00078943, 2.8, 0.0523347633027, -0.0523347633027, 1
2.888, 0.010669407, 0.0007897, 2.8, 0.0523347633027, -0.0523347633027, 1
2.889, 0.010672996, 0.000789962, 2.8, 0.0523347633027, -0.0523347633027, 1
2.89, 0.010676526, 0.000790223, 2.8, 0.0523347633027, -0.0523347633027, 1
2.891, 0.010680077, 0.000790473, 2.8, 0.0523347633027, -0.0523347633027, 1
2.892, 0.010683627, 0.000790724, 2.8, 0.0523347633027, -0.0523347633027, 1
2.893, 0.010687398, 0.000790985, 2.8, 0.0523347633027, -0.0523347633027, 1
2.894, 0.010690838, 0.000791246, 2.8, 0.0523347633027, -0.0523347633027, 1
2.895, 0.010694418, 0.000791506, 2.8, 0.0523347633027, -0.0523347633027, 1
2.896, 0.010697957, 0.000791756, 2.8, 0.0523347633027, -0.0523347633027, 1
2.897, 0.010701657, 0.000792019, 2.8, 0.0523347633027, -0.0523347633027, 1
2.898, 0.010705177, 0.000792278, 2.8, 0.0523347633027, -0.0523347633027, 1
2.899, 0.010708588, 0.000792538, 2.8, 0.0523347633027, -0.0523347633027, 1
2.9, 0.010712268, 0.000792948, 2.9, 0.0471012869725, -0.0471012869725, 1
2.901, 0.010715878, 0.000793218, 2.9, 0.0471012869725, -0.0471012869725, 1
2.902, 0.010719528, 0.000793478, 2.9, 0.0471012869725, -0.0471012869725, 1
2.903, 0.010723008, 0.000793738, 2.9, 0.0471012869725, -0.0471012869725, 1
2.904, 0.010726628, 0.000793998, 2.9, 0.0471012869725, -0.0471012869725, 1
2.905, 0.010730098, 0.000794248, 2.9, 0.0471012869725, -0.0471012869725, 1
2.906, 0.010733748, 0.000794508, 2.9, 0.0471012869725, -0.0471012869725, 1
2.907, 0.010737229, 0.000794759, 2.9, 0.0471012869725, -0.0471012869725, 1
2.908, 0.010740828, 0.00079502, 2.9, 0.0471012869725, -0.0471012869725, 1
2.909, 0.010744378, 0.000795267, 2.9, 0.0471012869725, -0.0471012869725, 1
2.91, 0.010747889, 0.000795528, 2.9, 0.0471012869725, -0.0471012869725, 1
2.911, 0.01075151, 0.000795786, 2.9, 0.0471012869725, -0.0471012869725, 1
2.912, 0.01075516, 0.000796055, 2.9, 0.0471012869725, -0.0471012869725, 1
2.913, 0.010758709, 0.000796323, 2.9, 0.0471012869725, -0.0471012869725, 1
2.914, 0.010762149, 0.000796573, 2.9, 0.0471012869725, -0.0471012869725, 1
2.915, 0.010765719, 0.000796834, 2.9, 0.0471012869725, -0.0471012869725, 1
2.916, 0.01076919, 0.000797084, 2.9, 0.0471012869725, -0.0471012869725, 1
2.917, 0.01077276, 0.000797332, 2.9, 0.0471012869725, -0.0471012869725, 1
2.918, 0.010776299, 0.000797571, 2.9, 0.0471012869725, -0.0471012869725, 1
2.919, 0.010779809, 0.000797832, 2.9, 0.0471012869725, -0.0471012869725, 1
2.92, 0.010783329, 0.000798101, 2.9, 0.0471012869725, -0.0471012869725, 1
2.921, 0.010789329, 0.000798361, 2.9, 0.0471012869725, -0.0471012869725, 1
2.922, 0.010792829, 0.000798621, 2.9, 0.0471012869725, -0.0471012869725, 1
2.923, 0.010796429, 0.000798881, 2.9, 0.0471012869725, -0.0471012869725, 1
2.924, 0.010799919, 0.000799141, 2.9, 0.0471012869725, -0.0471012869725, 1
2.925, 0.010803439, 0.000799391, 2.9, 0.0471012869725, -0.0471012869725, 1
2.926, 0.010806919, 0.000799651, 2.9, 0.0471012869725, -0.0471012869725, 1
2.927, 0.010810409, 0.000799911, 2.9, 0.0471012869725, -0.0471012869725, 1
2.928, 0.01081383, 0.00080017, 2.9, 0.0471012869725, -0.0471012869725, 1
2.929, 0.01081747, 0.000800419, 2.9, 0.0471012869725, -0.0471012869725, 1
2.93, 0.01082106, 0.000800677, 2.9, 0.0471012869725, -0.0471012869725, 1
2.931, 0.01082475, 0.000800926, 2.9, 0.0471012869725, -0.0471012869725, 1
2.932, 0.01082821, 0.000801178, 2.9, 0.0471012869725, -0.0471012869725, 1
2.933, 0.01083185, 0.000801418, 2.9, 0.0471012869725, -0.0471012869725, 1
2.934, 0.010835441, 0.000801679, 2.9, 0.0471012869725, -0.0471012869725, 1
2.935, 0.010838961, 0.00080194, 2.9, 0.0471012869725, -0.0471012869725, 1
2.936, 0.010842472, 0.000802208, 2.9, 0.0471012869725, -0.0471012869725, 1
2.937, 0.010845902, 0.000802477, 2.9, 0.0471012869725, -0.0471012869725, 1
2.938, 0.010849542, 0.000802716, 2.9, 0.0471012869725, -0.0471012869725, 1
2.939, 0.010853071, 0.000802978, 2.9, 0.0471012869725, -0.0471012869725, 1
2.94, 0.010856581, 0.000803228, 2.9, 0.0471012869725, -0.0471012869725, 1
2.941, 0.010860071, 0.000803487, 2.9, 0.0471012869725, -0.0471012869725, 1
2.942, 0.010863661, 0.000803757, 2.9, 0.0471012869725, -0.0471012869725, 1
2.943, 0.010867191, 0.000804017, 2.9, 0.0471012869725, -0.0471012869725, 1
2.944, 0.010870761, 0.000804267, 2.9, 0.0471012869725, -0.0471012869725, 1
2.945, 0.010874181, 0.000804517, 2.9, 0.0471012869725, -0.0471012869725, 1
2.946, 0.010877841, 0.000804767, 2.9, 0.0471012869725, -0.0471012869725, 1
2.947, 0.010881261, 0.000805027, 2.9, 0.0471012869725, -0.0471012869725, 1
2.948, 0.010884711, 0.000805287, 2.9, 0.0471012869725, -0.0471012869725, 1
2.949, 0.010888261, 0.000805536, 2.9, 0.0471012869725, -0.0471012869725, 1
2.95, 0.01089187, 0.000805797, 2.9, 0.0471012869725, -0.0471012869725, 1
2.951, 0.010895409, 0.000806048, 2.9, 0.0471012869725, -0.0471012869725, 1
2.952, 0.010898859, 0.000806311, 2.9, 0.0471012869725, -0.0471012869725, 1
2.953, 0.010902389, 0.000806562, 2.9, 0.0471012869725, -0.0471012869725, 1
2.954, 0.010905869, 0.000806803, 2.9, 0.0471012869725, -0.0471012869725, 1
2.955, 0.010909699, 0.000807052, 2.9, 0.0471012869725, -0.0471012869725, 1
2.956, 0.01091316, 0.000807305, 2.9, 0.0471012869725, -0.0471012869725, 1
2.957, 0.010916771, 0.000807556, 2.9, 0.0471012869725, -0.0471012869725, 1
2.958, 0.010920192, 0.000807807, 2.9, 0.0471012869725, -0.0471012869725, 1
2.959, 0.010923821, 0.000808067, 2.9, 0.0471012869725, -0.0471012869725, 1
2.96, 0.01092735, 0.000808337, 2.9, 0.0471012869725, -0.0471012869725, 1
2.961, 0.01093095, 0.000808606, 2.9, 0.0471012869725, -0.0471012869725, 1
2.962, 0.01093464, 0.000808866, 2.9, 0.0471012869725, -0.0471012869725, 1
2.963, 0.01093812, 0.000809126, 2.9, 0.0471012869725, -0.0471012869725, 1
2.964, 0.01094167, 0.000809386, 2.9, 0.0471012869725, -0.0471012869725, 1
2.965, 0.01094524, 0.000809646, 2.9, 0.0471012869725, -0.0471012869725, 1
2.966, 0.01094882, 0.000809916, 2.9, 0.0471012869725, -0.0471012869725, 1
2.967, 0.01095229, 0.000810186, 2.9, 0.0471012869725, -0.0471012869725, 1
2.968, 0.01095576, 0.000810446, 2.9, 0.0471012869725, -0.0471012869725, 1
2.969, 0.0109592, 0.000810706, 2.9, 0.0471012869725, -0.0471012869725, 1
2.97, 0.0109628, 0.000810976, 2.9, 0.0471012869725, -0.0471012869725, 1
2.971, 0.01096634, 0.000811215, 2.9, 0.0471012869725, -0.0471012869725, 1
2.972, 0.010970051, 0.000811485, 2.9, 0.0471012869725, -0.0471012869725, 1
2.973, 0.010973502, 0.000811745, 2.9, 0.0471012869725, -0.0471012869725, 1
2.974, 0.010977142, 0.000812016, 2.9, 0.0471012869725, -0.0471012869725, 1
2.975, 0.010980702, 0.000812266, 2.9, 0.0471012869725, -0.0471012869725, 1
2.976, 0.010987053, 0.000812515, 2.9, 0.0471012869725, -0.0471012869725, 1
2.977, 0.010990533, 0.000812774, 2.9, 0.0471012869725, -0.0471012869725, 1
2.978, 0.010994093, 0.000813022, 2.9, 0.0471012869725, -0.0471012869725, 1
2.979, 0.010997554, 0.000813294, 2.9, 0.0471012869725, -0.0471012869725, 1
2.98, 0.011001063, 0.000813552, 2.9, 0.0471012869725, -0.0471012869725, 1
2.981, 0.011004623, 0.000813821, 2.9, 0.0471012869725, -0.0471012869725, 1
2.982, 0.011008162, 0.00081408, 2.9, 0.0471012869725, -0.0471012869725, 1
2.983, 0.011011643, 0.00081435, 2.9, 0.0471012869725, -0.0471012869725, 1
2.984, 0.011015203, 0.00081462, 2.9, 0.0471012869725, -0.0471012869725, 1
2.985, 0.011018643, 0.00081488, 2.9, 0.0471012869725, -0.0471012869725, 1
2.986, 0.011022083, 0.00081513, 2.9, 0.0471012869725, -0.0471012869725, 1
2.987, 0.011025683, 0.00081539, 2.9, 0.0471012869725, -0.0471012869725, 1
2.988, 0.011029203, 0.00081566, 2.9, 0.0471012869725, -0.0471012869725, 1
2.989, 0.011032763, 0.00081594, 2.9, 0.0471012869725, -0.0471012869725, 1
2.99, 0.011036243, 0.00081621, 2.9, 0.0471012869725, -0.0471012869725, 1
2.991, 0.011039913, 0.000816471, 2.9, 0.0471012869725, -0.0471012869725, 1
2.992, 0.011043343, 0.000816728, 2.9, 0.0471012869725, -0.0471012869725, 1
2.993, 0.011046872, 0.000816986, 2.9, 0.0471012869725, -0.0471012869725, 1
2.994, 0.011050392, 0.000817247, 2.9, 0.0471012869725, -0.0471012869725, 1
2.995, 0.011054032, 0.000817507, 2.9, 0.0471012869725, -0.0471012869725, 1
2.996, 0.011057451, 0.000817775, 2.9, 0.0471012869725, -0.0471012869725, 1
2.997, 0.011061001, 0.000818046, 2.9, 0.0471012869725, -0.0471012869725, 1
2.998, 0.011064511, 0.000818313, 2.9, 0.0471012869725, -0.0471012869725, 1
2.999, 0.01106809, 0.000818575, 2.9, 0.0471012869725, -0.0471012869725, 1
3, 0.011071751, 0.000818986, 3, 0.0423911582752, -0.0423911582752, 1
3.001, 0.011075361, 0.000819247, 3, 0.0423911582752, -0.0423911582752, 1
3.002, 0.011078961, 0.000819517, 3, 0.0423911582752, -0.0423911582752, 1
3.003, 0.011082521, 0.000819788, 3, 0.0423911582752, -0.0423911582752, 1
3.004, 0.011086131, 0.000820059, 3, 0.0423911582752, -0.0423911582752, 1
3.005, 0.011089681, 0.000820319, 3, 0.0423911582752, -0.0423911582752, 1
3.006, 0.011093301, 0.000820579, 3, 0.0423911582752, -0.0423911582752, 1
3.007, 0.011096811, 0.000820849, 3, 0.0423911582752, -0.0423911582752, 1
3.008, 0.011100431, 0.000821109, 3, 0.0423911582752, -0.0423911582752, 1
3.009, 0.011103921, 0.000821369, 3, 0.0423911582752, -0.0423911582752, 1
3.01, 0.011107551, 0.000821629, 3, 0.0423911582752, -0.0423911582752, 1
3.011, 0.011111061, 0.000821869, 3, 0.0423911582752, -0.0423911582752, 1
3.012, 0.011114581, 0.000822129, 3, 0.0423911582752, -0.0423911582752, 1
3.013, 0.011118011, 0.000822379, 3, 0.0423911582752, -0.0423911582752, 1
3.014, 0.011121431, 0.000822636, 3, 0.0423911582752, -0.0423911582752, 1
3.015, 0.011124942, 0.000822895, 3, 0.0423911582752, -0.0423911582752, 1
3.016, 0.011128382, 0.000823145, 3, 0.0423911582752, -0.0423911582752, 1
3.017, 0.011132062, 0.000823395, 3, 0.0423911582752, -0.0423911582752, 1
3.018, 0.011135632, 0.000823666, 3, 0.0423911582752, -0.0423911582752, 1
3.019, 0.011161413, 0.000824007, 3, 0.0423911582752, -0.0423911582752, 1
3.02, 0.011166843, 0.000824377, 3, 0.0423911582752, -0.0423911582752, 1
3.021, 0.011171613, 0.000824757, 3, 0.0423911582752, -0.0423911582752, 1
3.022, 0.011176383, 0.000825147, 3, 0.0423911582752, -0.0423911582752, 1
3.023, 0.011181133, 0.000825547, 3, 0.0423911582752, -0.0423911582752, 1
3.024, 0.011185843, 0.000825937, 3, 0.0423911582752, -0.0423911582752, 1
3.025, 0.011190523, 0.000826307, 3, 0.0423911582752, -0.0423911582752, 1
3.026, 0.011195103, 0.000826688, 3, 0.0423911582752, -0.0423911582752, 1
3.027, 0.011200003, 0.000827077, 3, 0.0423911582752, -0.0423911582752, 1
3.028, 0.011204913, 0.000827436, 3, 0.0423911582752, -0.0423911582752, 1
3.029, 0.011209624, 0.000827905, 3, 0.0423911582752, -0.0423911582752, 1
3.03, 0.011214253, 0.000828246, 3, 0.0423911582752, -0.0423911582752, 1
3.031, 0.011218844, 0.000828646, 3, 0.0423911582752, -0.0423911582752, 1
3.032, 0.011227094, 0.000829016, 3, 0.0423911582752, -0.0423911582752, 1
3.033, 0.011231793, 0.000829384, 3, 0.0423911582752, -0.0423911582752, 1
3.034, 0.011236513, 0.000829744, 3, 0.0423911582752, -0.0423911582752, 1
3.035, 0.011241243, 0.000830094, 3, 0.0423911582752, -0.0423911582752, 1
3.036, 0.011245873, 0.000830474, 3, 0.0423911582752, -0.0423911582752, 1
3.037, 0.011250433, 0.000830844, 3, 0.0423911582752, -0.0423911582752, 1
3.038, 0.011255063, 0.000831204, 3, 0.0423911582752, -0.0423911582752, 1
3.039, 0.011259703, 0.000831574, 3, 0.0423911582752, -0.0423911582752, 1
3.04, 0.011264353, 0.000831944, 3, 0.0423911582752, -0.0423911582752, 1
3.041, 0.011269063, 0.000832324, 3, 0.0423911582752, -0.0423911582752, 1
3.042, 0.011273682, 0.000832724, 3, 0.0423911582752, -0.0423911582752, 1
3.043, 0.011278322, 0.000833103, 3, 0.0423911582752, -0.0423911582752, 1
3.044, 0.011283022, 0.000833471, 3, 0.0423911582752, -0.0423911582752, 1
3.045, 0.011287742, 0.000833862, 3, 0.0423911582752, -0.0423911582752, 1
3.046, 0.011292523, 0.000834233, 3, 0.0423911582752, -0.0423911582752, 1
3.047, 0.011297363, 0.000834623, 3, 0.0423911582752, -0.0423911582752, 1
3.048, 0.011301904, 0.000835003, 3, 0.0423911582752, -0.0423911582752, 1
3.049, 0.011306573, 0.000835374, 3, 0.0423911582752, -0.0423911582752, 1
3.05, 0.011311273, 0.000835754, 3, 0.0423911582752, -0.0423911582752, 1
3.051, 0.011315793, 0.000836154, 3, 0.0423911582752, -0.0423911582752, 1
3.052, 0.011320643, 0.000836524, 3, 0.0423911582752, -0.0423911582752, 1
3.053, 0.011325253, 0.000836914, 3, 0.0423911582752, -0.0423911582752, 1
3.054, 0.011330053, 0.000837284, 3, 0.0423911582752, -0.0423911582752, 1
3.055, 0.011334753, 0.000837674, 3, 0.0423911582752, -0.0423911582752, 1
3.056, 0.011339533, 0.000838054, 3, 0.0423911582752, -0.0423911582752, 1
3.057, 0.011344163, 0.000838433, 3, 0.0423911582752, -0.0423911582752, 1
3.058, 0.011348733, 0.000838814, 3, 0.0423911582752, -0.0423911582752, 1
3.059, 0.011353323, 0.000839162, 3, 0.0423911582752, -0.0423911582752, 1
3.06, 0.011357901, 0.000839552, 3, 0.0423911582752, -0.0423911582752, 1
3.061, 0.011362511, 0.000839912, 3, 0.0423911582752, -0.0423911582752, 1
3.062, 0.011367261, 0.000840301, 3, 0.0423911582752, -0.0423911582752, 1
3.063, 0.011371851, 0.000840682, 3, 0.0423911582752, -0.0423911582752, 1
3.064, 0.011376761, 0.000841062, 3, 0.0423911582752, -0.0423911582752, 1
3.065, 0.011381432, 0.000841412, 3, 0.0423911582752, -0.0423911582752, 1
3.066, 0.011386222, 0.00084177, 3, 0.0423911582752, -0.0423911582752, 1
3.067, 0.011391232, 0.00084217, 3, 0.0423911582752, -0.0423911582752, 1
3.068, 0.011395642, 0.00084249, 3, 0.0423911582752, -0.0423911582752, 1
3.069, 0.011399262, 0.00084275, 3, 0.0423911582752, -0.0423911582752, 1
3.07, 0.011402812, 0.00084302, 3, 0.0423911582752, -0.0423911582752, 1
3.071, 0.011406322, 0.00084328, 3, 0.0423911582752, -0.0423911582752, 1
3.072, 0.011409742, 0.00084353, 3, 0.0423911582752, -0.0423911582752, 1
3.073, 0.011413562, 0.00084378, 3, 0.0423911582752, -0.0423911582752, 1
3.074, 0.011417112, 0.00084403, 3, 0.0423911582752, -0.0423911582752, 1
3.075, 0.011420752, 0.000844288, 3, 0.0423911582752, -0.0423911582752, 1
3.076, 0.011424343, 0.000844549, 3, 0.0423911582752, -0.0423911582752, 1
3.077, 0.011427903, 0.000844809, 3, 0.0423911582752, -0.0423911582752, 1
3.078, 0.011431393, 0.00084507, 3, 0.0423911582752, -0.0423911582752, 1
3.079, 0.011434963, 0.00084533, 3, 0.0423911582752, -0.0423911582752, 1
3.08, 0.011438504, 0.000845582, 3, 0.0423911582752, -0.0423911582752, 1
3.081, 0.011441955, 0.000845843, 3, 0.0423911582752, -0.0423911582752, 1
3.082, 0.011445465, 0.000846111, 3, 0.0423911582752, -0.0423911582752, 1
3.083, 0.011448964, 0.000846371, 3, 0.0423911582752, -0.0423911582752, 1
3.084, 0.011452494, 0.000846642, 3, 0.0423911582752, -0.0423911582752, 1
3.085, 0.011455914, 0.000846903, 3, 0.0423911582752, -0.0423911582752, 1
3.086, 0.011459434, 0.000847152, 3, 0.0423911582752, -0.0423911582752, 1
3.087, 0.011462874, 0.000847391, 3, 0.0423911582752, -0.0423911582752, 1
3.088, 0.011469235, 0.000847651, 3, 0.0423911582752, -0.0423911582752, 1
3.089, 0.011472735, 0.000847911, 3, 0.0423911582752, -0.0423911582752, 1
3.09, 0.011476295, 0.000848171, 3, 0.0423911582752, -0.0423911582752, 1
3.091, 0.011479895, 0.000848411, 3, 0.0423911582752, -0.0423911582752, 1
3.092, 0.011483385, 0.000848661, 3, 0.0423911582752, -0.0423911582752, 1
3.093, 0.011486835, 0.000848911, 3, 0.0423911582752, -0.0423911582752, 1
3.094, 0.011490465, 0.000849181, 3, 0.0423911582752, -0.0423911582752, 1
3.095, 0.011493895, 0.000849431, 3, 0.0423911582752, -0.0423911582752, 1
3.096, 0.011497486, 0.00084969, 3, 0.0423911582752, -0.0423911582752, 1
3.097, 0.011500876, 0.000849939, 3, 0.0423911582752, -0.0423911582752, 1
3.098, 0.011504336, 0.000850201, 3, 0.0423911582752, -0.0423911582752, 1
3.099, 0.011507917, 0.000850451, 3, 0.0423911582752, -0.0423911582752, 1
3.1, 0.011511547, 0.000850879, 3.1, 0.0381520424477, -0.0381520424477, 1
3.101, 0.011515267, 0.000851149, 3.1, 0.0381520424477, -0.0381520424477, 1
3.102, 0.011518766, 0.000851426, 3.1, 0.0381520424477, -0.0381520424477, 1
3.103, 0.011522446, 0.000851697, 3.1, 0.0381520424477, -0.0381520424477, 1
