"time","model.root.$wallTime","model.root.fmu.$wallTime","system.fmu.time","system.fmu.x","system.fmu.der(x)","system.fmu.k"
8.456, 0.031602078, 0.002285577, 8.4, 0.000143341119797, -0.000143341119797, 1
8.457, 0.031605718, 0.002285847, 8.4, 0.000143341119797, -0.000143341119797, 1
8.458, 0.031609329, 0.002286098, 8.4, 0.000143341119797, -0.000143341119797, 1
8.459, 0.0316129, 0.00228635, 8.4, 0.000143341119797, -0.000143341119797, 1
8.46, 0.031616489, 0.002286609, 8.4, 0.000143341119797, -0.000143341119797, 1
8.461, 0.03162008, 0.002286882, 8.4, 0.000143341119797, -0.000143341119797, 1
8.462, 0.03162381, 0.002287152, 8.4, 0.000143341119797, -0.000143341119797, 1
8.463, 0.03162755, 0.002287492, 8.4, 0.000143341119797, -0.000143341119797, 1
8.464, 0.031631169, 0.002287752, 8.4, 0.000143341119797, -0.000143341119797, 1
8.465, 0.031634839, 0.002288013, 8.4, 0.000143341119797, -0.000143341119797, 1
8.466, 0.031638449, 0.002288263, 8.4, 0.000143341119797, -0.000143341119797, 1
8.467, 0.031642059, 0.002288523, 8.4, 0.000143341119797, -0.000143341119797, 1
8.468, 0.031645779, 0.002288773, 8.4, 0.000143341119797, -0.000143341119797, 1
8.469, 0.031649489, 0.002289033, 8.4, 0.000143341119797, -0.000143341119797, 1
8.47, 0.031653129, 0.002289283, 8.4, 0.000143341119797, -0.000143341119797, 1
8.471, 0.031656769, 0.002289533, 8.4, 0.000143341119797, -0.000143341119797, 1
8.472, 0.031660399, 0.002289783, 8.4, 0.000143341119797, -0.000143341119797, 1
8.473, 0.03166402, 0.002290044, 8.4, 0.000143341119797, -0.000143341119797, 1
8.474, 0.03166766, 0.002290304, 8.4, 0.000143341119797, -0.000143341119797, 1
8.475, 0.0316713, 0.002290565, 8.4, 0.000143341119797, -0.000143341119797, 1
8.476, 0.031674851, 0.002290827, 8.4, 0.000143341119797, -0.000143341119797, 1
8.477, 0.03167846, 0.002291065, 8.4, 0.000143341119797, -0.000143341119797, 1
8.478, 0.031682011, 0.002291326, 8.4, 0.000143341119797, -0.000143341119797, 1
8.479, 0.031685691, 0.002291575, 8.4, 0.000143341119797, -0.000143341119797, 1
8.48, 0.031689242, 0.002291857, 8.4, 0.000143341119797, -0.000143341119797, 1
8.481, 0.031692922, 0.002292117, 8.4, 0.000143341119797, -0.000143341119797, 1
8.482, 0.031696543, 0.002292377, 8.4, 0.000143341119797, -0.000143341119797, 1
8.483, 0.031700082, 0.002292635, 8.4, 0.000143341119797, -0.000143341119797, 1
8.484, 0.031703753, 0.002292893, 8.4, 0.000143341119797, -0.000143341119797, 1
8.485, 0.031707383, 0.002293143, 8.4, 0.000143341119797, -0.000143341119797, 1
8.486, 0.031711024, 0.002293403, 8.4, 0.000143341119797, -0.000143341119797, 1
8.487, 0.031717054, 0.002293653, 8.4, 0.000143341119797, -0.000143341119797, 1
8.488, 0.031720724, 0.002293903, 8.4, 0.000143341119797, -0.000143341119797, 1
8.489, 0.031724444, 0.002294163, 8.4, 0.000143341119797, -0.000143341119797, 1
8.49, 0.031728084, 0.002294423, 8.4, 0.000143341119797, -0.000143341119797, 1
8.491, 0.031731654, 0.002294683, 8.4, 0.000143341119797, -0.000143341119797, 1
8.492, 0.031735414, 0.002294933, 8.4, 0.000143341119797, -0.000143341119797, 1
8.493, 0.031739054, 0.002295183, 8.4, 0.000143341119797, -0.000143341119797, 1
8.494, 0.031742694, 0.002295444, 8.4, 0.000143341119797, -0.000143341119797, 1
8.495, 0.031746254, 0.002295694, 8.4, 0.000143341119797, -0.000143341119797, 1
8.496, 0.031749854, 0.002295953, 8.4, 0.000143341119797, -0.000143341119797, 1
8.497, 0.031753384, 0.002296223, 8.4, 0.000143341119797, -0.000143341119797, 1
8.498, 0.031757024, 0.002296483, 8.4, 0.000143341119797, -0.000143341119797, 1
8.499, 0.031760574, 0.002296734, 8.4, 0.000143341119797, -0.000143341119797, 1
8.5, 0.031764433, 0.002297132, 8.5, 0.000129007007817, -0.000129007007817, 1
8.501, 0.031768183, 0.002297404, 8.5, 0.000129007007817, -0.000129007007817, 1
8.502, 0.031771884, 0.002297675, 8.5, 0.000129007007817, -0.000129007007817, 1
8.503, 0.031775513, 0.002297936, 8.5, 0.000129007007817, -0.000129007007817, 1
8.504, 0.031779162, 0.002298197, 8.5, 0.000129007007817, -0.000129007007817, 1
8.505, 0.031782862, 0.002298448, 8.5, 0.000129007007817, -0.000129007007817, 1
8.506, 0.031790873, 0.002298768, 8.5, 0.000129007007817, -0.000129007007817, 1
8.507, 0.031794533, 0.002299038, 8.5, 0.000129007007817, -0.000129007007817, 1
8.508, 0.031798343, 0.002299288, 8.5, 0.000129007007817, -0.000129007007817, 1
8.509, 0.031802013, 0.002299548, 8.5, 0.000129007007817, -0.000129007007817, 1
8.51, 0.031805703, 0.002299808, 8.5, 0.000129007007817, -0.000129007007817, 1
8.511, 0.031809463, 0.002300068, 8.5, 0.000129007007817, -0.000129007007817, 1
8.512, 0.031813033, 0.002300318, 8.5, 0.000129007007817, -0.000129007007817, 1
8.513, 0.031816673, 0.002300568, 8.5, 0.000129007007817, -0.000129007007817, 1
8.514, 0.031820283, 0.002300829, 8.5, 0.000129007007817, -0.000129007007817, 1
8.515, 0.031823842, 0.0023011, 8.5, 0.000129007007817, -0.000129007007817, 1
8.516, 0.031827623, 0.00230135, 8.5, 0.000129007007817, -0.000129007007817, 1
8.517, 0.031832354, 0.00230167, 8.5, 0.000129007007817, -0.000129007007817, 1
8.518, 0.031837284, 0.002302049, 8.5, 0.000129007007817, -0.000129007007817, 1
8.519, 0.031847824, 0.002302598, 8.5, 0.000129007007817, -0.000129007007817, 1
8.52, 0.031858664, 0.002303216, 8.5, 0.000129007007817, -0.000129007007817, 1
8.521, 0.031864754, 0.002303596, 8.5, 0.000129007007817, -0.000129007007817, 1
8.522, 0.031870134, 0.002304116, 8.5, 0.000129007007817, -0.000129007007817, 1
8.523, 0.031875874, 0.002304546, 8.5, 0.000129007007817, -0.000129007007817, 1
8.524, 0.031880364, 0.002304876, 8.5, 0.000129007007817, -0.000129007007817, 1
8.525, 0.031884174, 0.002305146, 8.5, 0.000129007007817, -0.000129007007817, 1
8.526, 0.031887834, 0.002305396, 8.5, 0.000129007007817, -0.000129007007817, 1
8.527, 0.031891434, 0.002305647, 8.5, 0.000129007007817, -0.000129007007817, 1
8.528, 0.031895154, 0.002305907, 8.5, 0.000129007007817, -0.000129007007817, 1
8.529, 0.031898794, 0.002306169, 8.5, 0.000129007007817, -0.000129007007817, 1
8.53, 0.031902573, 0.00230642, 8.5, 0.000129007007817, -0.000129007007817, 1
8.531, 0.031906163, 0.002306658, 8.5, 0.000129007007817, -0.000129007007817, 1
8.532, 0.031909783, 0.002306918, 8.5, 0.000129007007817, -0.000129007007817, 1
8.533, 0.031913444, 0.002307178, 8.5, 0.000129007007817, -0.000129007007817, 1
8.534, 0.031917103, 0.002307438, 8.5, 0.000129007007817, -0.000129007007817, 1
8.535, 0.031920633, 0.002307687, 8.5, 0.000129007007817, -0.000129007007817, 1
8.536, 0.031924304, 0.002307948, 8.5, 0.000129007007817, -0.000129007007817, 1
8.537, 0.031927844, 0.002308198, 8.5, 0.000129007007817, -0.000129007007817, 1
8.538, 0.031931614, 0.002308458, 8.5, 0.000129007007817, -0.000129007007817, 1
8.539, 0.031940284, 0.002308719, 8.5, 0.000129007007817, -0.000129007007817, 1
8.54, 0.031944014, 0.002308989, 8.5, 0.000129007007817, -0.000129007007817, 1
8.541, 0.031947734, 0.002309259, 8.5, 0.000129007007817, -0.000129007007817, 1
8.542, 0.031951254, 0.002309529, 8.5, 0.000129007007817, -0.000129007007817, 1
8.543, 0.031954864, 0.002309789, 8.5, 0.000129007007817, -0.000129007007817, 1
8.544, 0.031958404, 0.002310039, 8.5, 0.000129007007817, -0.000129007007817, 1
8.545, 0.031962054, 0.002310289, 8.5, 0.000129007007817, -0.000129007007817, 1
8.546, 0.031965714, 0.002310559, 8.5, 0.000129007007817, -0.000129007007817, 1
8.547, 0.031969384, 0.002310838, 8.5, 0.000129007007817, -0.000129007007817, 1
8.548, 0.031972944, 0.002311109, 8.5, 0.000129007007817, -0.000129007007817, 1
8.549, 0.031976704, 0.002311369, 8.5, 0.000129007007817, -0.000129007007817, 1
8.55, 0.031980315, 0.002311618, 8.5, 0.000129007007817, -0.000129007007817, 1
8.551, 0.031983936, 0.002311867, 8.5, 0.000129007007817, -0.000129007007817, 1
8.552, 0.031987525, 0.002312115, 8.5, 0.000129007007817, -0.000129007007817, 1
8.553, 0.031991205, 0.002312386, 8.5, 0.000129007007817, -0.000129007007817, 1
8.554, 0.031994864, 0.002312646, 8.5, 0.000129007007817, -0.000129007007817, 1
8.555, 0.031998474, 0.002312907, 8.5, 0.000129007007817, -0.000129007007817, 1
8.556, 0.032002094, 0.002313169, 8.5, 0.000129007007817, -0.000129007007817, 1
8.557, 0.032005675, 0.002313421, 8.5, 0.000129007007817, -0.000129007007817, 1
8.558, 0.032009275, 0.002313682, 8.5, 0.000129007007817, -0.000129007007817, 1
8.559, 0.032012896, 0.002313964, 8.5, 0.000129007007817, -0.000129007007817, 1
8.56, 0.032016526, 0.002314233, 8.5, 0.000129007007817, -0.000129007007817, 1
8.561, 0.032020076, 0.002314493, 8.5, 0.000129007007817, -0.000129007007817, 1
8.562, 0.032023686, 0.002314763, 8.5, 0.000129007007817, -0.000129007007817, 1
8.563, 0.032027306, 0.002315023, 8.5, 0.000129007007817, -0.000129007007817, 1
8.564, 0.032031126, 0.002315273, 8.5, 0.000129007007817, -0.000129007007817, 1
8.565, 0.032034736, 0.002315543, 8.5, 0.000129007007817, -0.000129007007817, 1
8.566, 0.032038326, 0.002315803, 8.5, 0.000129007007817, -0.000129007007817, 1
8.567, 0.032041906, 0.002316063, 8.5, 0.000129007007817, -0.000129007007817, 1
8.568, 0.032045537, 0.002316323, 8.5, 0.000129007007817, -0.000129007007817, 1
8.569, 0.032049127, 0.002316591, 8.5, 0.000129007007817, -0.000129007007817, 1
8.57, 0.032052718, 0.002316852, 8.5, 0.000129007007817, -0.000129007007817, 1
8.571, 0.032056348, 0.002317121, 8.5, 0.000129007007817, -0.000129007007817, 1
8.572, 0.032059878, 0.002317391, 8.5, 0.000129007007817, -0.000129007007817, 1
8.573, 0.032063537, 0.002317662, 8.5, 0.000129007007817, -0.000129007007817, 1
8.574, 0.032067078, 0.002317933, 8.5, 0.000129007007817, -0.000129007007817, 1
8.575, 0.032070737, 0.002318191, 8.5, 0.000129007007817, -0.000129007007817, 1
8.576, 0.032074438, 0.002318444, 8.5, 0.000129007007817, -0.000129007007817, 1
8.577, 0.032078118, 0.002318696, 8.5, 0.000129007007817, -0.000129007007817, 1
8.578, 0.032081638, 0.002318948, 8.5, 0.000129007007817, -0.000129007007817, 1
8.579, 0.032085298, 0.002319206, 8.5, 0.000129007007817, -0.000129007007817, 1
8.58, 0.032088828, 0.002319466, 8.5, 0.000129007007817, -0.000129007007817, 1
8.581, 0.032092488, 0.002319715, 8.5, 0.000129007007817, -0.000129007007817, 1
8.582, 0.032096008, 0.002319975, 8.5, 0.000129007007817, -0.000129007007817, 1
8.583, 0.032099728, 0.002320235, 8.5, 0.000129007007817, -0.000129007007817, 1
8.584, 0.032103348, 0.002320495, 8.5, 0.000129007007817, -0.000129007007817, 1
8.585, 0.032106988, 0.002320755, 8.5, 0.000129007007817, -0.000129007007817, 1
8.586, 0.032110568, 0.002321015, 8.5, 0.000129007007817, -0.000129007007817, 1
8.587, 0.032114188, 0.002321275, 8.5, 0.000129007007817, -0.000129007007817, 1
8.588, 0.032117788, 0.002321535, 8.5, 0.000129007007817, -0.000129007007817, 1
8.589, 0.032121337, 0.002321794, 8.5, 0.000129007007817, -0.000129007007817, 1
8.59, 0.032124987, 0.002322045, 8.5, 0.000129007007817, -0.000129007007817, 1
8.591, 0.032131088, 0.002322286, 8.5, 0.000129007007817, -0.000129007007817, 1
8.592, 0.032134768, 0.002322548, 8.5, 0.000129007007817, -0.000129007007817, 1
8.593, 0.032138469, 0.002322807, 8.5, 0.000129007007817, -0.000129007007817, 1
8.594, 0.032142039, 0.002323065, 8.5, 0.000129007007817, -0.000129007007817, 1
8.595, 0.032145669, 0.002323316, 8.5, 0.000129007007817, -0.000129007007817, 1
8.596, 0.032149269, 0.002323576, 8.5, 0.000129007007817, -0.000129007007817, 1
8.597, 0.03215303, 0.002323837, 8.5, 0.000129007007817, -0.000129007007817, 1
8.598, 0.03215666, 0.00232409, 8.5, 0.000129007007817, -0.000129007007817, 1
8.599, 0.03216022, 0.002324342, 8.5, 0.000129007007817, -0.000129007007817, 1
8.6, 0.03216402, 0.002324802, 8.6, 0.000116106307035, -0.000116106307035, 1
8.601, 0.032167941, 0.002325082, 8.6, 0.000116106307035, -0.000116106307035, 1
8.602, 0.032171651, 0.002325342, 8.6, 0.000116106307035, -0.000116106307035, 1
8.603, 0.032175351, 0.002325592, 8.6, 0.000116106307035, -0.000116106307035, 1
8.604, 0.032178971, 0.002325842, 8.6, 0.000116106307035, -0.000116106307035, 1
8.605, 0.032182701, 0.002326102, 8.6, 0.000116106307035, -0.000116106307035, 1
8.606, 0.032186321, 0.002326362, 8.6, 0.000116106307035, -0.000116106307035, 1
8.607, 0.032189971, 0.002326632, 8.6, 0.000116106307035, -0.000116106307035, 1
8.608, 0.032193651, 0.002326902, 8.6, 0.000116106307035, -0.000116106307035, 1
8.609, 0.032197281, 0.002327171, 8.6, 0.000116106307035, -0.000116106307035, 1
8.61, 0.032200881, 0.002327433, 8.6, 0.000116106307035, -0.000116106307035, 1
8.611, 0.03220443, 0.002327684, 8.6, 0.000116106307035, -0.000116106307035, 1
8.612, 0.032208091, 0.002327953, 8.6, 0.000116106307035, -0.000116106307035, 1
8.613, 0.032211622, 0.002328213, 8.6, 0.000116106307035, -0.000116106307035, 1
8.614, 0.032215393, 0.002328483, 8.6, 0.000116106307035, -0.000116106307035, 1
8.615, 0.032218884, 0.002328744, 8.6, 0.000116106307035, -0.000116106307035, 1
8.616, 0.032222575, 0.002328995, 8.6, 0.000116106307035, -0.000116106307035, 1
8.617, 0.032226155, 0.002329244, 8.6, 0.000116106307035, -0.000116106307035, 1
8.618, 0.032229924, 0.002329506, 8.6, 0.000116106307035, -0.000116106307035, 1
8.619, 0.032233564, 0.002329765, 8.6, 0.000116106307035, -0.000116106307035, 1
8.62, 0.032237303, 0.002330036, 8.6, 0.000116106307035, -0.000116106307035, 1
8.621, 0.032240832, 0.002330307, 8.6, 0.000116106307035, -0.000116106307035, 1
8.622, 0.032244492, 0.002330568, 8.6, 0.000116106307035, -0.000116106307035, 1
8.623, 0.032248022, 0.002330828, 8.6, 0.000116106307035, -0.000116106307035, 1
8.624, 0.032251752, 0.002331088, 8.6, 0.000116106307035, -0.000116106307035, 1
8.625, 0.032255312, 0.002331358, 8.6, 0.000116106307035, -0.000116106307035, 1
8.626, 0.032258932, 0.002331628, 8.6, 0.000116106307035, -0.000116106307035, 1
8.627, 0.032262552, 0.002331888, 8.6, 0.000116106307035, -0.000116106307035, 1
8.628, 0.032266212, 0.002332148, 8.6, 0.000116106307035, -0.000116106307035, 1
8.629, 0.032269882, 0.002332418, 8.6, 0.000116106307035, -0.000116106307035, 1
8.63, 0.032273423, 0.002332679, 8.6, 0.000116106307035, -0.000116106307035, 1
8.631, 0.032277092, 0.002332929, 8.6, 0.000116106307035, -0.000116106307035, 1
8.632, 0.032280722, 0.0023332, 8.6, 0.000116106307035, -0.000116106307035, 1
8.633, 0.032284421, 0.00233347, 8.6, 0.000116106307035, -0.000116106307035, 1
8.634, 0.032288041, 0.002333721, 8.6, 0.000116106307035, -0.000116106307035, 1
8.635, 0.032291671, 0.00233398, 8.6, 0.000116106307035, -0.000116106307035, 1
8.636, 0.032295221, 0.002334231, 8.6, 0.000116106307035, -0.000116106307035, 1
8.637, 0.032298861, 0.0023345, 8.6, 0.000116106307035, -0.000116106307035, 1
8.638, 0.032302412, 0.00233475, 8.6, 0.000116106307035, -0.000116106307035, 1
8.639, 0.032306092, 0.002335011, 8.6, 0.000116106307035, -0.000116106307035, 1
8.64, 0.032309732, 0.002335263, 8.6, 0.000116106307035, -0.000116106307035, 1
8.641, 0.032313441, 0.002335503, 8.6, 0.000116106307035, -0.000116106307035, 1
8.642, 0.032317021, 0.002335784, 8.6, 0.000116106307035, -0.000116106307035, 1
8.643, 0.032323152, 0.002336034, 8.6, 0.000116106307035, -0.000116106307035, 1
8.644, 0.032326772, 0.002336284, 8.6, 0.000116106307035, -0.000116106307035, 1
8.645, 0.032330372, 0.002336544, 8.6, 0.000116106307035, -0.000116106307035, 1
8.646, 0.032333852, 0.002336804, 8.6, 0.000116106307035, -0.000116106307035, 1
8.647, 0.032337582, 0.002337054, 8.6, 0.000116106307035, -0.000116106307035, 1
8.648, 0.032341102, 0.002337314, 8.6, 0.000116106307035, -0.000116106307035, 1
8.649, 0.032344822, 0.002337574, 8.6, 0.000116106307035, -0.000116106307035, 1
8.65, 0.032348352, 0.002337832, 8.6, 0.000116106307035, -0.000116106307035, 1
8.651, 0.032351863, 0.002338093, 8.6, 0.000116106307035, -0.000116106307035, 1
8.652, 0.032355403, 0.00233835, 8.6, 0.000116106307035, -0.000116106307035, 1
8.653, 0.032359114, 0.002338601, 8.6, 0.000116106307035, -0.000116106307035, 1
8.654, 0.032362684, 0.002338852, 8.6, 0.000116106307035, -0.000116106307035, 1
8.655, 0.032366204, 0.002339113, 8.6, 0.000116106307035, -0.000116106307035, 1
8.656, 0.032370025, 0.002339381, 8.6, 0.000116106307035, -0.000116106307035, 1
8.657, 0.032373884, 0.002339632, 8.6, 0.000116106307035, -0.000116106307035, 1
8.658, 0.032377454, 0.002339904, 8.6, 0.000116106307035, -0.000116106307035, 1
8.659, 0.032381225, 0.002340165, 8.6, 0.000116106307035, -0.000116106307035, 1
8.66, 0.032384816, 0.002340433, 8.6, 0.000116106307035, -0.000116106307035, 1
8.661, 0.032388466, 0.002340682, 8.6, 0.000116106307035, -0.000116106307035, 1
8.662, 0.032392146, 0.002340952, 8.6, 0.000116106307035, -0.000116106307035, 1
8.663, 0.032395696, 0.002341211, 8.6, 0.000116106307035, -0.000116106307035, 1
8.664, 0.032399316, 0.002341481, 8.6, 0.000116106307035, -0.000116106307035, 1
8.665, 0.032402906, 0.002341741, 8.6, 0.000116106307035, -0.000116106307035, 1
8.666, 0.032406536, 0.002342011, 8.6, 0.000116106307035, -0.000116106307035, 1
8.667, 0.032410196, 0.002342271, 8.6, 0.000116106307035, -0.000116106307035, 1
8.668, 0.032413746, 0.002342521, 8.6, 0.000116106307035, -0.000116106307035, 1
8.669, 0.032417435, 0.002342761, 8.6, 0.000116106307035, -0.000116106307035, 1
8.67, 0.032420965, 0.002343021, 8.6, 0.000116106307035, -0.000116106307035, 1
8.671, 0.032424645, 0.00234328, 8.6, 0.000116106307035, -0.000116106307035, 1
8.672, 0.032428434, 0.002343542, 8.6, 0.000116106307035, -0.000116106307035, 1
8.673, 0.032432284, 0.002343783, 8.6, 0.000116106307035, -0.000116106307035, 1
8.674, 0.032435934, 0.002344046, 8.6, 0.000116106307035, -0.000116106307035, 1
8.675, 0.032439734, 0.002344305, 8.6, 0.000116106307035, -0.000116106307035, 1
8.676, 0.032443224, 0.002344567, 8.6, 0.000116106307035, -0.000116106307035, 1
8.677, 0.032446975, 0.002344829, 8.6, 0.000116106307035, -0.000116106307035, 1
8.678, 0.032450514, 0.002345088, 8.6, 0.000116106307035, -0.000116106307035, 1
8.679, 0.032454114, 0.002345361, 8.6, 0.000116106307035, -0.000116106307035, 1
8.68, 0.032457684, 0.002345632, 8.6, 0.000116106307035, -0.000116106307035, 1
8.681, 0.032461364, 0.002345884, 8.6, 0.000116106307035, -0.000116106307035, 1
8.682, 0.032464913, 0.002346143, 8.6, 0.000116106307035, -0.000116106307035, 1
8.683, 0.032468524, 0.002346413, 8.6, 0.000116106307035, -0.000116106307035, 1
8.684, 0.032472205, 0.002346693, 8.6, 0.000116106307035, -0.000116106307035, 1
8.685, 0.032475825, 0.002346963, 8.6, 0.000116106307035, -0.000116106307035, 1
8.686, 0.032479435, 0.002347233, 8.6, 0.000116106307035, -0.000116106307035, 1
8.687, 0.032482995, 0.002347503, 8.6, 0.000116106307035, -0.000116106307035, 1
8.688, 0.032486665, 0.002347773, 8.6, 0.000116106307035, -0.000116106307035, 1
8.689, 0.032490235, 0.002348033, 8.6, 0.000116106307035, -0.000116106307035, 1
8.69, 0.032493905, 0.002348293, 8.6, 0.000116106307035, -0.000116106307035, 1
8.691, 0.032497435, 0.002348553, 8.6, 0.000116106307035, -0.000116106307035, 1
8.692, 0.032501105, 0.002348823, 8.6, 0.000116106307035, -0.000116106307035, 1
8.693, 0.032504734, 0.002349095, 8.6, 0.000116106307035, -0.000116106307035, 1
8.694, 0.032508534, 0.002349354, 8.6, 0.000116106307035, -0.000116106307035, 1
8.695, 0.032514384, 0.002349613, 8.6, 0.000116106307035, -0.000116106307035, 1
8.696, 0.032518153, 0.002349873, 8.6, 0.000116106307035, -0.000116106307035, 1
8.697, 0.032521743, 0.002350124, 8.6, 0.000116106307035, -0.000116106307035, 1
8.698, 0.032525402, 0.002350382, 8.6, 0.000116106307035, -0.000116106307035, 1
8.699, 0.032529042, 0.002350642, 8.6, 0.000116106307035, -0.000116106307035, 1
8.7, 0.032532912, 0.002351021, 8.7, 0.000104495676332, -0.000104495676332, 1
8.701, 0.032536643, 0.002351282, 8.7, 0.000104495676332, -0.000104495676332, 1
8.702, 0.032540354, 0.002351561, 8.7, 0.000104495676332, -0.000104495676332, 1
8.703, 0.032543954, 0.002351822, 8.7, 0.000104495676332, -0.000104495676332, 1
8.704, 0.032547704, 0.002352072, 8.7, 0.000104495676332, -0.000104495676332, 1
8.705, 0.032551354, 0.002352332, 8.7, 0.000104495676332, -0.000104495676332, 1
8.706, 0.032555124, 0.002352592, 8.7, 0.000104495676332, -0.000104495676332, 1
8.707, 0.032558814, 0.002352852, 8.7, 0.000104495676332, -0.000104495676332, 1
8.708, 0.032562524, 0.002353122, 8.7, 0.000104495676332, -0.000104495676332, 1
8.709, 0.032566224, 0.002353392, 8.7, 0.000104495676332, -0.000104495676332, 1
8.71, 0.032569954, 0.002353652, 8.7, 0.000104495676332, -0.000104495676332, 1
8.711, 0.032573644, 0.002353912, 8.7, 0.000104495676332, -0.000104495676332, 1
8.712, 0.032577374, 0.002354172, 8.7, 0.000104495676332, -0.000104495676332, 1
8.713, 0.032580974, 0.002354432, 8.7, 0.000104495676332, -0.000104495676332, 1
8.714, 0.032584814, 0.002354693, 8.7, 0.000104495676332, -0.000104495676332, 1
8.715, 0.032588423, 0.002354952, 8.7, 0.000104495676332, -0.000104495676332, 1
8.716, 0.032592073, 0.002355211, 8.7, 0.000104495676332, -0.000104495676332, 1
8.717, 0.032595703, 0.002355462, 8.7, 0.000104495676332, -0.000104495676332, 1
8.718, 0.032599423, 0.002355721, 8.7, 0.000104495676332, -0.000104495676332, 1
8.719, 0.032603014, 0.00235597, 8.7, 0.000104495676332, -0.000104495676332, 1
8.72, 0.032606704, 0.002356229, 8.7, 0.000104495676332, -0.000104495676332, 1
8.721, 0.032610344, 0.002356499, 8.7, 0.000104495676332, -0.000104495676332, 1
8.722, 0.032614054, 0.002356748, 8.7, 0.000104495676332, -0.000104495676332, 1
8.723, 0.032617725, 0.002357018, 8.7, 0.000104495676332, -0.000104495676332, 1
8.724, 0.032621355, 0.002357277, 8.7, 0.000104495676332, -0.000104495676332, 1
8.725, 0.032625115, 0.002357537, 8.7, 0.000104495676332, -0.000104495676332, 1
8.726, 0.032628665, 0.002357797, 8.7, 0.000104495676332, -0.000104495676332, 1
8.727, 0.032632415, 0.002358047, 8.7, 0.000104495676332, -0.000104495676332, 1
8.728, 0.032635965, 0.002358307, 8.7, 0.000104495676332, -0.000104495676332, 1
8.729, 0.032639585, 0.002358557, 8.7, 0.000104495676332, -0.000104495676332, 1
8.73, 0.032643235, 0.002358837, 8.7, 0.000104495676332, -0.000104495676332, 1
8.731, 0.032646855, 0.002359097, 8.7, 0.000104495676332, -0.000104495676332, 1
8.732, 0.032650445, 0.002359358, 8.7, 0.000104495676332, -0.000104495676332, 1
8.733, 0.032654135, 0.002359619, 8.7, 0.000104495676332, -0.000104495676332, 1
8.734, 0.032657815, 0.002359889, 8.7, 0.000104495676332, -0.000104495676332, 1
8.735, 0.032661445, 0.002360138, 8.7, 0.000104495676332, -0.000104495676332, 1
8.736, 0.032665005, 0.002360397, 8.7, 0.000104495676332, -0.000104495676332, 1
8.737, 0.032668685, 0.002360668, 8.7, 0.000104495676332, -0.000104495676332, 1
8.738, 0.032672245, 0.002360929, 8.7, 0.000104495676332, -0.000104495676332, 1
8.739, 0.032675845, 0.00236119, 8.7, 0.000104495676332, -0.000104495676332, 1
8.74, 0.032679614, 0.002361439, 8.7, 0.000104495676332, -0.000104495676332, 1
8.741, 0.032683504, 0.002361699, 8.7, 0.000104495676332, -0.000104495676332, 1
8.742, 0.032687153, 0.002361959, 8.7, 0.000104495676332, -0.000104495676332, 1
8.743, 0.032690713, 0.00236222, 8.7, 0.000104495676332, -0.000104495676332, 1
8.744, 0.032694423, 0.002362471, 8.7, 0.000104495676332, -0.000104495676332, 1
8.745, 0.032698113, 0.002362711, 8.7, 0.000104495676332, -0.000104495676332, 1
8.746, 0.032701763, 0.002362981, 8.7, 0.000104495676332, -0.000104495676332, 1
8.747, 0.032708353, 0.002363241, 8.7, 0.000104495676332, -0.000104495676332, 1
8.748, 0.032712033, 0.002363511, 8.7, 0.000104495676332, -0.000104495676332, 1
8.749, 0.032715892, 0.002363781, 8.7, 0.000104495676332, -0.000104495676332, 1
8.75, 0.032719452, 0.002364051, 8.7, 0.000104495676332, -0.000104495676332, 1
8.751, 0.032723102, 0.002364291, 8.7, 0.000104495676332, -0.000104495676332, 1
8.752, 0.032726622, 0.002364551, 8.7, 0.000104495676332, -0.000104495676332, 1
8.753, 0.032730372, 0.002364809, 8.7, 0.000104495676332, -0.000104495676332, 1
8.754, 0.032733963, 0.002365049, 8.7, 0.000104495676332, -0.000104495676332, 1
8.755, 0.032737574, 0.002365299, 8.7, 0.000104495676332, -0.000104495676332, 1
8.756, 0.032741103, 0.002365539, 8.7, 0.000104495676332, -0.000104495676332, 1
8.757, 0.032744713, 0.00236579, 8.7, 0.000104495676332, -0.000104495676332, 1
8.758, 0.032748302, 0.002366031, 8.7, 0.000104495676332, -0.000104495676332, 1
8.759, 0.032751902, 0.002366282, 8.7, 0.000104495676332, -0.000104495676332, 1
8.76, 0.032755512, 0.002366533, 8.7, 0.000104495676332, -0.000104495676332, 1
8.761, 0.032759113, 0.002366804, 8.7, 0.000104495676332, -0.000104495676332, 1
8.762, 0.032762683, 0.002367052, 8.7, 0.000104495676332, -0.000104495676332, 1
8.763, 0.032766193, 0.002367312, 8.7, 0.000104495676332, -0.000104495676332, 1
8.764, 0.032769764, 0.002367581, 8.7, 0.000104495676332, -0.000104495676332, 1
8.765, 0.032773295, 0.002367851, 8.7, 0.000104495676332, -0.000104495676332, 1
8.766, 0.032776885, 0.002368111, 8.7, 0.000104495676332, -0.000104495676332, 1
8.767, 0.032780525, 0.002368381, 8.7, 0.000104495676332, -0.000104495676332, 1
8.768, 0.032784145, 0.002368631, 8.7, 0.000104495676332, -0.000104495676332, 1
8.769, 0.032787725, 0.002368881, 8.7, 0.000104495676332, -0.000104495676332, 1
8.77, 0.032791385, 0.002369141, 8.7, 0.000104495676332, -0.000104495676332, 1
8.771, 0.032794925, 0.002369401, 8.7, 0.000104495676332, -0.000104495676332, 1
