"time","model.root.$wallTime","model.root.fmu.$wallTime","system.fmu.time","system.fmu.x0","system.fmu.der(x0)","system.fmu.x1","system.fmu.der(x1)","system.fmu.mu"
14.103, 0.067630315, 0.005444021, 14.1, 1.74277093856, -0.636527671785, -0.636527671785, -0.446004592757, 1
14.104, 0.067635294, 0.005444382, 14.1, 1.74277093856, -0.636527671785, -0.636527671785, -0.446004592757, 1
14.105, 0.067640235, 0.005444743, 14.1, 1.74277093856, -0.636527671785, -0.636527671785, -0.446004592757, 1
14.106, 0.067645046, 0.005445103, 14.1, 1.74277093856, -0.636527671785, -0.636527671785, -0.446004592757, 1
14.107, 0.067650017, 0.005445463, 14.1, 1.74277093856, -0.636527671785, -0.636527671785, -0.446004592757, 1
14.108, 0.067654787, 0.005445831, 14.1, 1.74277093856, -0.636527671785, -0.636527671785, -0.446004592757, 1
14.109, 0.067659597, 0.005446181, 14.1, 1.74277093856, -0.636527671785, -0.636527671785, -0.446004592757, 1
14.11, 0.067664607, 0.005446711, 14.11, 1.73640566185, -0.640987717712, -0.640987717712, -0.444748348924, 1
14.111, 0.067669507, 0.005447061, 14.11, 1.73640566185, -0.640987717712, -0.640987717712, -0.444748348924, 1
14.112, 0.067674357, 0.005447421, 14.11, 1.73640566185, -0.640987717712, -0.640987717712, -0.444748348924, 1
14.113, 0.067679357, 0.005447771, 14.11, 1.73640566185, -0.640987717712, -0.640987717712, -0.444748348924, 1
14.114, 0.067684177, 0.005448131, 14.11, 1.73640566185, -0.640987717712, -0.640987717712, -0.444748348924, 1
14.115, 0.067689047, 0.00544848, 14.11, 1.73640566185, -0.640987717712, -0.640987717712, -0.444748348924, 1
14.116, 0.067693937, 0.005448842, 14.11, 1.73640566185, -0.640987717712, -0.640987717712, -0.444748348924, 1
14.117, 0.067698857, 0.005449162, 14.11, 1.73640566185, -0.640987717712, -0.640987717712, -0.444748348924, 1
14.118, 0.067703707, 0.005449511, 14.11, 1.73640566185, -0.640987717712, -0.640987717712, -0.444748348924, 1
14.119, 0.067708716, 0.005449861, 14.11, 1.73640566185, -0.640987717712, -0.640987717712, -0.444748348924, 1
14.12, 0.067713756, 0.005450401, 14.12, 1.72999578467, -0.645435201201, -0.645435201201, -0.443717385885, 1
14.121, 0.067718575, 0.00545075, 14.12, 1.72999578467, -0.645435201201, -0.645435201201, -0.443717385885, 1
14.122, 0.067723476, 0.005451093, 14.12, 1.72999578467, -0.645435201201, -0.645435201201, -0.443717385885, 1
14.123, 0.067728276, 0.005451432, 14.12, 1.72999578467, -0.645435201201, -0.645435201201, -0.443717385885, 1
14.124, 0.067733016, 0.005451771, 14.12, 1.72999578467, -0.645435201201, -0.645435201201, -0.443717385885, 1
14.125, 0.067737926, 0.005452131, 14.12, 1.72999578467, -0.645435201201, -0.645435201201, -0.443717385885, 1
14.126, 0.067742756, 0.005452481, 14.12, 1.72999578467, -0.645435201201, -0.645435201201, -0.443717385885, 1
14.127, 0.067747496, 0.005452841, 14.12, 1.72999578467, -0.645435201201, -0.645435201201, -0.443717385885, 1
14.128, 0.067752396, 0.005453191, 14.12, 1.72999578467, -0.645435201201, -0.645435201201, -0.443717385885, 1
14.129, 0.067757186, 0.005453551, 14.12, 1.72999578467, -0.645435201201, -0.645435201201, -0.443717385885, 1
14.13, 0.067762216, 0.005454091, 14.13, 1.72354143266, -0.64987237506, -0.64987237506, -0.442906134179, 1
14.131, 0.067767216, 0.005454452, 14.13, 1.72354143266, -0.64987237506, -0.64987237506, -0.442906134179, 1
14.132, 0.067771936, 0.005454813, 14.13, 1.72354143266, -0.64987237506, -0.64987237506, -0.442906134179, 1
14.133, 0.067776846, 0.005455163, 14.13, 1.72354143266, -0.64987237506, -0.64987237506, -0.442906134179, 1
14.134, 0.067781757, 0.005455513, 14.13, 1.72354143266, -0.64987237506, -0.64987237506, -0.442906134179, 1
14.135, 0.067786477, 0.005455875, 14.13, 1.72354143266, -0.64987237506, -0.64987237506, -0.442906134179, 1
14.136, 0.067791368, 0.005456225, 14.13, 1.72354143266, -0.64987237506, -0.64987237506, -0.442906134179, 1
14.137, 0.067796037, 0.005456575, 14.13, 1.72354143266, -0.64987237506, -0.64987237506, -0.442906134179, 1
14.138, 0.067800737, 0.005456935, 14.13, 1.72354143266, -0.64987237506, -0.64987237506, -0.442906134179, 1
14.139, 0.067807998, 0.005457296, 14.13, 1.72354143266, -0.64987237506, -0.64987237506, -0.442906134179, 1
14.14, 0.067812988, 0.005457806, 14.14, 1.71704270891, -0.654301436402, -0.654301436402, -0.442309315365, 1
14.141, 0.067817768, 0.005458166, 14.14, 1.71704270891, -0.654301436402, -0.654301436402, -0.442309315365, 1
14.142, 0.067822578, 0.005458526, 14.14, 1.71704270891, -0.654301436402, -0.654301436402, -0.442309315365, 1
14.143, 0.067827558, 0.005458876, 14.14, 1.71704270891, -0.654301436402, -0.654301436402, -0.442309315365, 1
14.144, 0.067832468, 0.005459216, 14.14, 1.71704270891, -0.654301436402, -0.654301436402, -0.442309315365, 1
14.145, 0.067837268, 0.005459566, 14.14, 1.71704270891, -0.654301436402, -0.654301436402, -0.442309315365, 1
14.146, 0.067841978, 0.005459908, 14.14, 1.71704270891, -0.654301436402, -0.654301436402, -0.442309315365, 1
14.147, 0.067846738, 0.005460265, 14.14, 1.71704270891, -0.654301436402, -0.654301436402, -0.442309315365, 1
14.148, 0.067851578, 0.005460605, 14.14, 1.71704270891, -0.654301436402, -0.654301436402, -0.442309315365, 1
14.149, 0.067856477, 0.005460965, 14.14, 1.71704270891, -0.654301436402, -0.654301436402, -0.442309315365, 1
14.15, 0.067861456, 0.005461496, 14.15, 1.71049969454, -0.658724529556, -0.658724529556, -0.441921931945, 1
14.151, 0.067866307, 0.005461857, 14.15, 1.71049969454, -0.658724529556, -0.658724529556, -0.441921931945, 1
14.152, 0.067871248, 0.005462207, 14.15, 1.71049969454, -0.658724529556, -0.658724529556, -0.441921931945, 1
14.153, 0.067876157, 0.005462568, 14.15, 1.71049969454, -0.658724529556, -0.658724529556, -0.441921931945, 1
14.154, 0.067880977, 0.00546292, 14.15, 1.71049969454, -0.658724529556, -0.658724529556, -0.441921931945, 1
14.155, 0.067885838, 0.005463281, 14.15, 1.71049969454, -0.658724529556, -0.658724529556, -0.441921931945, 1
14.156, 0.067890628, 0.005463641, 14.15, 1.71049969454, -0.658724529556, -0.658724529556, -0.441921931945, 1
14.157, 0.067895378, 0.005464001, 14.15, 1.71049969454, -0.658724529556, -0.658724529556, -0.441921931945, 1
14.158, 0.067900228, 0.005464361, 14.15, 1.71049969454, -0.658724529556, -0.658724529556, -0.441921931945, 1
14.159, 0.067904898, 0.005464711, 14.15, 1.71049969454, -0.658724529556, -0.658724529556, -0.441921931945, 1
14.16, 0.067910068, 0.005465241, 14.16, 1.70391244925, -0.663143748875, -0.663143748875, -0.441739257673, 1
14.161, 0.067915048, 0.005465601, 14.16, 1.70391244925, -0.663143748875, -0.663143748875, -0.441739257673, 1
14.162, 0.067919819, 0.005465971, 14.16, 1.70391244925, -0.663143748875, -0.663143748875, -0.441739257673, 1
14.163, 0.067924689, 0.005466339, 14.16, 1.70391244925, -0.663143748875, -0.663143748875, -0.441739257673, 1
14.164, 0.067929459, 0.005466697, 14.16, 1.70391244925, -0.663143748875, -0.663143748875, -0.441739257673, 1
14.165, 0.06793418, 0.005467065, 14.16, 1.70391244925, -0.663143748875, -0.663143748875, -0.441739257673, 1
14.166, 0.06793897, 0.005467407, 14.16, 1.70391244925, -0.663143748875, -0.663143748875, -0.441739257673, 1
14.167, 0.06794393, 0.005467788, 14.16, 1.70391244925, -0.663143748875, -0.663143748875, -0.441739257673, 1
14.168, 0.067948761, 0.00546814, 14.16, 1.70391244925, -0.663143748875, -0.663143748875, -0.441739257673, 1
14.169, 0.067953531, 0.005468502, 14.16, 1.70391244925, -0.663143748875, -0.663143748875, -0.441739257673, 1
14.17, 0.067958491, 0.005469022, 14.17, 1.69728101176, -0.667561141452, -0.667561141452, -0.441756828244, 1
14.171, 0.067963342, 0.005469381, 14.17, 1.69728101176, -0.667561141452, -0.667561141452, -0.441756828244, 1
14.172, 0.067968152, 0.005469731, 14.17, 1.69728101176, -0.667561141452, -0.667561141452, -0.441756828244, 1
14.173, 0.067973172, 0.005470081, 14.17, 1.69728101176, -0.667561141452, -0.667561141452, -0.441756828244, 1
14.174, 0.067977962, 0.005470431, 14.17, 1.69728101176, -0.667561141452, -0.667561141452, -0.441756828244, 1
14.175, 0.067982872, 0.005470791, 14.17, 1.69728101176, -0.667561141452, -0.667561141452, -0.441756828244, 1
14.176, 0.067987742, 0.005471151, 14.17, 1.69728101176, -0.667561141452, -0.667561141452, -0.441756828244, 1
14.177, 0.067995172, 0.005471512, 14.17, 1.69728101176, -0.667561141452, -0.667561141452, -0.441756828244, 1
14.178, 0.067999981, 0.005471874, 14.17, 1.69728101176, -0.667561141452, -0.667561141452, -0.441756828244, 1
14.179, 0.068004861, 0.005472234, 14.17, 1.69728101176, -0.667561141452, -0.667561141452, -0.441756828244, 1
14.18, 0.068009922, 0.005472752, 14.18, 1.69060540034, -0.671978709734, -0.671978709734, -0.44197043236, 1
14.181, 0.068014871, 0.005473113, 14.18, 1.69060540034, -0.671978709734, -0.671978709734, -0.44197043236, 1
14.182, 0.068019702, 0.005473473, 14.18, 1.69060540034, -0.671978709734, -0.671978709734, -0.44197043236, 1
14.183, 0.068025891, 0.005473914, 14.18, 1.69060540034, -0.671978709734, -0.671978709734, -0.44197043236, 1
14.184, 0.068033181, 0.005474454, 14.18, 1.69060540034, -0.671978709734, -0.671978709734, -0.44197043236, 1
14.185, 0.068040441, 0.005474975, 14.18, 1.69060540034, -0.671978709734, -0.671978709734, -0.44197043236, 1
14.186, 0.068047021, 0.005475525, 14.18, 1.69060540034, -0.671978709734, -0.671978709734, -0.44197043236, 1
14.187, 0.068053701, 0.005476035, 14.18, 1.69060540034, -0.671978709734, -0.671978709734, -0.44197043236, 1
14.188, 0.068060831, 0.005476595, 14.18, 1.69060540034, -0.671978709734, -0.671978709734, -0.44197043236, 1
14.189, 0.068067871, 0.005477055, 14.18, 1.69060540034, -0.671978709734, -0.671978709734, -0.44197043236, 1
14.19, 0.068073011, 0.005477605, 14.19, 1.68388561325, -0.676398414058, -0.676398414058, -0.442376103149, 1
14.191, 0.0680779, 0.005477976, 14.19, 1.68388561325, -0.676398414058, -0.676398414058, -0.442376103149, 1
14.192, 0.06808298, 0.005478345, 14.19, 1.68388561325, -0.676398414058, -0.676398414058, -0.442376103149, 1
14.193, 0.068087831, 0.005478694, 14.19, 1.68388561325, -0.676398414058, -0.676398414058, -0.442376103149, 1
14.194, 0.06809278, 0.005479054, 14.19, 1.68388561325, -0.676398414058, -0.676398414058, -0.442376103149, 1
14.195, 0.068097611, 0.005479414, 14.19, 1.68388561325, -0.676398414058, -0.676398414058, -0.442376103149, 1
14.196, 0.068102461, 0.005479763, 14.19, 1.68388561325, -0.676398414058, -0.676398414058, -0.442376103149, 1
14.197, 0.068107421, 0.005480125, 14.19, 1.68388561325, -0.676398414058, -0.676398414058, -0.442376103149, 1
14.198, 0.068112301, 0.005480477, 14.19, 1.68388561325, -0.676398414058, -0.676398414058, -0.442376103149, 1
14.199, 0.068117161, 0.005480816, 14.19, 1.68388561325, -0.676398414058, -0.676398414058, -0.442376103149, 1
14.2, 0.068122221, 0.005481336, 14.2, 1.67712162911, -0.680822175089, -0.680822175089, -0.442970109941, 1
14.201, 0.068127011, 0.005481696, 14.2, 1.67712162911, -0.680822175089, -0.680822175089, -0.442970109941, 1
14.202, 0.068131761, 0.005482056, 14.2, 1.67712162911, -0.680822175089, -0.680822175089, -0.442970109941, 1
14.203, 0.068136621, 0.005482406, 14.2, 1.67712162911, -0.680822175089, -0.680822175089, -0.442970109941, 1
14.204, 0.068141461, 0.005482746, 14.2, 1.67712162911, -0.680822175089, -0.680822175089, -0.442970109941, 1
14.205, 0.068146262, 0.005483096, 14.2, 1.67712162911, -0.680822175089, -0.680822175089, -0.442970109941, 1
14.206, 0.068151102, 0.005483447, 14.2, 1.67712162911, -0.680822175089, -0.680822175089, -0.442970109941, 1
14.207, 0.068155882, 0.005483794, 14.2, 1.67712162911, -0.680822175089, -0.680822175089, -0.442970109941, 1
14.208, 0.068160692, 0.005484152, 14.2, 1.67712162911, -0.680822175089, -0.680822175089, -0.442970109941, 1
14.209, 0.068165682, 0.005484523, 14.2, 1.67712162911, -0.680822175089, -0.680822175089, -0.442970109941, 1
14.21, 0.068170882, 0.005485054, 14.21, 1.67031340735, -0.685251876189, -0.685251876189, -0.443748950386, 1
14.211, 0.068175962, 0.005485402, 14.21, 1.67031340735, -0.685251876189, -0.685251876189, -0.443748950386, 1
14.212, 0.068180722, 0.005485751, 14.21, 1.67031340735, -0.685251876189, -0.685251876189, -0.443748950386, 1
14.213, 0.068185453, 0.005486111, 14.21, 1.67031340735, -0.685251876189, -0.685251876189, -0.443748950386, 1
14.214, 0.068190264, 0.005486483, 14.21, 1.67031340735, -0.685251876189, -0.685251876189, -0.443748950386, 1
14.215, 0.068197844, 0.005486843, 14.21, 1.67031340735, -0.685251876189, -0.685251876189, -0.443748950386, 1
14.216, 0.068202774, 0.005487203, 14.21, 1.67031340735, -0.685251876189, -0.685251876189, -0.443748950386, 1
14.217, 0.068207684, 0.005487553, 14.21, 1.67031340735, -0.685251876189, -0.685251876189, -0.443748950386, 1
14.218, 0.068212434, 0.005487913, 14.21, 1.67031340735, -0.685251876189, -0.685251876189, -0.443748950386, 1
14.219, 0.068217264, 0.005488273, 14.21, 1.67031340735, -0.685251876189, -0.685251876189, -0.443748950386, 1
14.22, 0.068222204, 0.005488793, 14.22, 1.66346088859, -0.689689365693, -0.689689365693, -0.444709342903, 1
14.221, 0.068227054, 0.005489152, 14.22, 1.66346088859, -0.689689365693, -0.689689365693, -0.444709342903, 1
14.222, 0.068231805, 0.005489503, 14.22, 1.66346088859, -0.689689365693, -0.689689365693, -0.444709342903, 1
14.223, 0.068236536, 0.005489864, 14.22, 1.66346088859, -0.689689365693, -0.689689365693, -0.444709342903, 1
14.224, 0.068241416, 0.005490225, 14.22, 1.66346088859, -0.689689365693, -0.689689365693, -0.444709342903, 1
14.225, 0.068246096, 0.005490574, 14.22, 1.66346088859, -0.689689365693, -0.689689365693, -0.444709342903, 1
14.226, 0.068250936, 0.005490932, 14.22, 1.66346088859, -0.689689365693, -0.689689365693, -0.444709342903, 1
14.227, 0.068255757, 0.005491285, 14.22, 1.66346088859, -0.689689365693, -0.689689365693, -0.444709342903, 1
14.228, 0.068260746, 0.005491636, 14.22, 1.66346088859, -0.689689365693, -0.689689365693, -0.444709342903, 1
14.229, 0.068265496, 0.005491988, 14.22, 1.66346088859, -0.689689365693, -0.689689365693, -0.444709342903, 1
14.23, 0.068270586, 0.005492518, 14.23, 1.65656399494, -0.694136459122, -0.694136459122, -0.445848219447, 1
14.231, 0.068275486, 0.005492868, 14.23, 1.65656399494, -0.694136459122, -0.694136459122, -0.445848219447, 1
14.232, 0.068280326, 0.005493218, 14.23, 1.65656399494, -0.694136459122, -0.694136459122, -0.445848219447, 1
14.233, 0.068285216, 0.005493588, 14.23, 1.65656399494, -0.694136459122, -0.694136459122, -0.445848219447, 1
14.234, 0.068290076, 0.005493938, 14.23, 1.65656399494, -0.694136459122, -0.694136459122, -0.445848219447, 1
14.235, 0.068295036, 0.005494288, 14.23, 1.65656399494, -0.694136459122, -0.694136459122, -0.445848219447, 1
14.236, 0.068299916, 0.005494649, 14.23, 1.65656399494, -0.694136459122, -0.694136459122, -0.445848219447, 1
14.237, 0.068304725, 0.005495008, 14.23, 1.65656399494, -0.694136459122, -0.694136459122, -0.445848219447, 1
14.238, 0.068309545, 0.005495368, 14.23, 1.65656399494, -0.694136459122, -0.694136459122, -0.445848219447, 1
14.239, 0.068314475, 0.005495708, 14.23, 1.65656399494, -0.694136459122, -0.694136459122, -0.445848219447, 1
14.24, 0.068319405, 0.00549622, 14.24, 1.64962263034, -0.698594941316, -0.698594941316, -0.447162718599, 1
14.241, 0.068324216, 0.00549656, 14.24, 1.64962263034, -0.698594941316, -0.698594941316, -0.447162718599, 1
14.242, 0.068329185, 0.005496899, 14.24, 1.64962263034, -0.698594941316, -0.698594941316, -0.447162718599, 1
14.243, 0.068334015, 0.005497241, 14.24, 1.64962263034, -0.698594941316, -0.698594941316, -0.447162718599, 1
14.244, 0.068338764, 0.005497591, 14.24, 1.64962263034, -0.698594941316, -0.698594941316, -0.447162718599, 1
14.245, 0.068343714, 0.005497942, 14.24, 1.64962263034, -0.698594941316, -0.698594941316, -0.447162718599, 1
14.246, 0.068348444, 0.005498292, 14.24, 1.64962263034, -0.698594941316, -0.698594941316, -0.447162718599, 1
14.247, 0.068353304, 0.005498642, 14.24, 1.64962263034, -0.698594941316, -0.698594941316, -0.447162718599, 1
14.248, 0.068358094, 0.005499002, 14.24, 1.64962263034, -0.698594941316, -0.698594941316, -0.447162718599, 1
14.249, 0.068362864, 0.005499362, 14.24, 1.64962263034, -0.698594941316, -0.698594941316, -0.447162718599, 1
14.25, 0.068367974, 0.005499882, 14.25, 1.64263668093, -0.703066568502, -0.703066568502, -0.448650178947, 1
14.251, 0.068372724, 0.00550022, 14.25, 1.64263668093, -0.703066568502, -0.703066568502, -0.448650178947, 1
14.252, 0.068379764, 0.005500559, 14.25, 1.64263668093, -0.703066568502, -0.703066568502, -0.448650178947, 1
14.253, 0.068384464, 0.005500919, 14.25, 1.64263668093, -0.703066568502, -0.703066568502, -0.448650178947, 1
14.254, 0.068389165, 0.00550127, 14.25, 1.64263668093, -0.703066568502, -0.703066568502, -0.448650178947, 1
14.255, 0.068393834, 0.00550163, 14.25, 1.64263668093, -0.703066568502, -0.703066568502, -0.448650178947, 1
14.256, 0.068398535, 0.005501971, 14.25, 1.64263668093, -0.703066568502, -0.703066568502, -0.448650178947, 1
14.257, 0.068403375, 0.00550231, 14.25, 1.64263668093, -0.703066568502, -0.703066568502, -0.448650178947, 1
14.258, 0.068408146, 0.005502661, 14.25, 1.64263668093, -0.703066568502, -0.703066568502, -0.448650178947, 1
14.259, 0.068412817, 0.005503009, 14.25, 1.64263668093, -0.703066568502, -0.703066568502, -0.448650178947, 1
14.26, 0.068417796, 0.00550354, 14.26, 1.63560601525, -0.707553070292, -0.707553070292, -0.450308132765, 1
14.261, 0.068422646, 0.005503901, 14.26, 1.63560601525, -0.707553070292, -0.707553070292, -0.450308132765, 1
14.262, 0.068427606, 0.005504261, 14.26, 1.63560601525, -0.707553070292, -0.707553070292, -0.450308132765, 1
14.263, 0.068432646, 0.005504621, 14.26, 1.63560601525, -0.707553070292, -0.707553070292, -0.450308132765, 1
14.264, 0.068437456, 0.005504971, 14.26, 1.63560601525, -0.707553070292, -0.707553070292, -0.450308132765, 1
14.265, 0.068442426, 0.005505321, 14.26, 1.63560601525, -0.707553070292, -0.707553070292, -0.450308132765, 1
14.266, 0.068447416, 0.005505701, 14.26, 1.63560601525, -0.707553070292, -0.707553070292, -0.450308132765, 1
14.267, 0.068452357, 0.00550606, 14.26, 1.63560601525, -0.707553070292, -0.707553070292, -0.450308132765, 1
14.268, 0.068457197, 0.005506419, 14.26, 1.63560601525, -0.707553070292, -0.707553070292, -0.450308132765, 1
14.269, 0.068462298, 0.00550678, 14.26, 1.63560601525, -0.707553070292, -0.707553070292, -0.450308132765, 1
14.27, 0.068467458, 0.005507298, 14.27, 1.62853048454, -0.712056151619, -0.712056151619, -0.452134299975, 1
14.271, 0.068472508, 0.005507658, 14.27, 1.62853048454, -0.712056151619, -0.712056151619, -0.452134299975, 1
14.272, 0.068477409, 0.005508019, 14.27, 1.62853048454, -0.712056151619, -0.712056151619, -0.452134299975, 1
14.273, 0.068482209, 0.005508367, 14.27, 1.62853048454, -0.712056151619, -0.712056151619, -0.452134299975, 1
14.274, 0.068487049, 0.005508716, 14.27, 1.62853048454, -0.712056151619, -0.712056151619, -0.452134299975, 1
14.275, 0.068491919, 0.005509077, 14.27, 1.62853048454, -0.712056151619, -0.712056151619, -0.452134299975, 1
14.276, 0.06849668, 0.005509426, 14.27, 1.62853048454, -0.712056151619, -0.712056151619, -0.452134299975, 1
14.277, 0.06850154, 0.005509776, 14.27, 1.62853048454, -0.712056151619, -0.712056151619, -0.452134299975, 1
14.278, 0.06850644, 0.005510136, 14.27, 1.62853048454, -0.712056151619, -0.712056151619, -0.452134299975, 1
14.279, 0.06851125, 0.005510486, 14.27, 1.62853048454, -0.712056151619, -0.712056151619, -0.452134299975, 1
14.28, 0.06851633, 0.005511016, 14.28, 1.62140992303, -0.716577494619, -0.716577494619, -0.454126582378, 1
14.281, 0.06852136, 0.005511366, 14.28, 1.62140992303, -0.716577494619, -0.716577494619, -0.454126582378, 1
14.282, 0.06852615, 0.005511715, 14.28, 1.62140992303, -0.716577494619, -0.716577494619, -0.454126582378, 1
14.283, 0.06853099, 0.005512065, 14.28, 1.62140992303, -0.716577494619, -0.716577494619, -0.454126582378, 1
14.284, 0.068535881, 0.005512403, 14.28, 1.62140992303, -0.716577494619, -0.716577494619, -0.454126582378, 1
14.285, 0.068540782, 0.005512762, 14.28, 1.62140992303, -0.716577494619, -0.716577494619, -0.454126582378, 1
14.286, 0.068545571, 0.005513122, 14.28, 1.62140992303, -0.716577494619, -0.716577494619, -0.454126582378, 1
14.287, 0.068550522, 0.005513483, 14.28, 1.62140992303, -0.716577494619, -0.716577494619, -0.454126582378, 1
14.288, 0.068555252, 0.005513831, 14.28, 1.62140992303, -0.716577494619, -0.716577494619, -0.454126582378, 1
14.289, 0.068560032, 0.005514201, 14.28, 1.62140992303, -0.716577494619, -0.716577494619, -0.454126582378, 1
14.29, 0.068567262, 0.005514742, 14.29, 1.61424414808, -0.721118760443, -0.721118760443, -0.45628305815, 1
14.291, 0.068572243, 0.005515091, 14.29, 1.61424414808, -0.721118760443, -0.721118760443, -0.45628305815, 1
14.292, 0.068577053, 0.005515451, 14.29, 1.61424414808, -0.721118760443, -0.721118760443, -0.45628305815, 1
14.293, 0.068581773, 0.005515801, 14.29, 1.61424414808, -0.721118760443, -0.721118760443, -0.45628305815, 1
14.294, 0.068586503, 0.005516151, 14.29, 1.61424414808, -0.721118760443, -0.721118760443, -0.45628305815, 1
14.295, 0.068591303, 0.005516511, 14.29, 1.61424414808, -0.721118760443, -0.721118760443, -0.45628305815, 1
14.296, 0.068596073, 0.005516871, 14.29, 1.61424414808, -0.721118760443, -0.721118760443, -0.45628305815, 1
14.297, 0.068600823, 0.005517232, 14.29, 1.61424414808, -0.721118760443, -0.721118760443, -0.45628305815, 1
14.298, 0.068606644, 0.005517662, 14.29, 1.61424414808, -0.721118760443, -0.721118760443, -0.45628305815, 1
14.299, 0.068613735, 0.005518182, 14.29, 1.61424414808, -0.721118760443, -0.721118760443, -0.45628305815, 1
14.3, 0.068621565, 0.005518954, 14.3, 1.60703296048, -0.725681591024, -0.725681591024, -0.458601976594, 1
14.301, 0.068628413, 0.005519545, 14.3, 1.60703296048, -0.725681591024, -0.725681591024, -0.458601976594, 1
14.302, 0.068635283, 0.005520054, 14.3, 1.60703296048, -0.725681591024, -0.725681591024, -0.458601976594, 1
14.303, 0.068641554, 0.005520532, 14.3, 1.60703296048, -0.725681591024, -0.725681591024, -0.458601976594, 1
14.304, 0.068648094, 0.005521023, 14.3, 1.60703296048, -0.725681591024, -0.725681591024, -0.458601976594, 1
14.305, 0.068654924, 0.005521523, 14.3, 1.60703296048, -0.725681591024, -0.725681591024, -0.458601976594, 1
14.306, 0.068662354, 0.005522043, 14.3, 1.60703296048, -0.725681591024, -0.725681591024, -0.458601976594, 1
14.307, 0.068669954, 0.005522593, 14.3, 1.60703296048, -0.725681591024, -0.725681591024, -0.458601976594, 1
14.308, 0.068674974, 0.005522943, 14.3, 1.60703296048, -0.725681591024, -0.725681591024, -0.458601976594, 1
14.309, 0.068679774, 0.005523311, 14.3, 1.60703296048, -0.725681591024, -0.725681591024, -0.458601976594, 1
14.31, 0.068684874, 0.005523842, 14.31, 1.59977614457, -0.73026761079, -0.73026761079, -0.461081753131, 1
14.311, 0.068689754, 0.005524202, 14.31, 1.59977614457, -0.73026761079, -0.73026761079, -0.461081753131, 1
14.312, 0.068694785, 0.005524561, 14.31, 1.59977614457, -0.73026761079, -0.73026761079, -0.461081753131, 1
14.313, 0.068699755, 0.005524909, 14.31, 1.59977614457, -0.73026761079, -0.73026761079, -0.461081753131, 1
14.314, 0.068704485, 0.005525259, 14.31, 1.59977614457, -0.73026761079, -0.73026761079, -0.461081753131, 1
14.315, 0.068709295, 0.005525619, 14.31, 1.59977614457, -0.73026761079, -0.73026761079, -0.461081753131, 1
14.316, 0.068714125, 0.005525962, 14.31, 1.59977614457, -0.73026761079, -0.73026761079, -0.461081753131, 1
14.317, 0.068719005, 0.005526311, 14.31, 1.59977614457, -0.73026761079, -0.73026761079, -0.461081753131, 1
14.318, 0.068723746, 0.005526671, 14.31, 1.59977614457, -0.73026761079, -0.73026761079, -0.461081753131, 1
14.319, 0.068728766, 0.005527031, 14.31, 1.59977614457, -0.73026761079, -0.73026761079, -0.461081753131, 1
14.32, 0.068733746, 0.005527561, 14.32, 1.59247346846, -0.734878428322, -0.734878428322, -0.46372096453, 1
14.321, 0.068738746, 0.005527921, 14.32, 1.59247346846, -0.734878428322, -0.734878428322, -0.46372096453, 1
14.322, 0.068743666, 0.005528281, 14.32, 1.59247346846, -0.734878428322, -0.734878428322, -0.46372096453, 1
14.323, 0.068748566, 0.005528641, 14.32, 1.59247346846, -0.734878428322, -0.734878428322, -0.46372096453, 1
14.324, 0.068753366, 0.005528989, 14.32, 1.59247346846, -0.734878428322, -0.734878428322, -0.46372096453, 1
14.325, 0.068758176, 0.005529348, 14.32, 1.59247346846, -0.734878428322, -0.734878428322, -0.46372096453, 1
14.326, 0.068762967, 0.005529708, 14.32, 1.59247346846, -0.734878428322, -0.734878428322, -0.46372096453, 1
14.327, 0.068767767, 0.005530061, 14.32, 1.59247346846, -0.734878428322, -0.734878428322, -0.46372096453, 1
14.328, 0.068775687, 0.005530419, 14.32, 1.59247346846, -0.734878428322, -0.734878428322, -0.46372096453, 1
14.329, 0.068780588, 0.00553078, 14.32, 1.59247346846, -0.734878428322, -0.734878428322, -0.46372096453, 1
14.33, 0.068785519, 0.005531299, 14.33, 1.58512468418, -0.739515637967, -0.739515637967, -0.466518344359, 1
14.331, 0.068790519, 0.005531649, 14.33, 1.58512468418, -0.739515637967, -0.739515637967, -0.466518344359, 1
14.332, 0.06879538, 0.00553202, 14.33, 1.58512468418, -0.739515637967, -0.739515637967, -0.466518344359, 1
14.333, 0.06880019, 0.00553238, 14.33, 1.58512468418, -0.739515637967, -0.739515637967, -0.466518344359, 1
14.334, 0.06880503, 0.00553274, 14.33, 1.58512468418, -0.739515637967, -0.739515637967, -0.466518344359, 1
14.335, 0.06881, 0.00553309, 14.33, 1.58512468418, -0.739515637967, -0.739515637967, -0.466518344359, 1
14.336, 0.06881479, 0.00553345, 14.33, 1.58512468418, -0.739515637967, -0.739515637967, -0.466518344359, 1
14.337, 0.06881956, 0.00553381, 14.33, 1.58512468418, -0.739515637967, -0.739515637967, -0.466518344359, 1
14.338, 0.06882431, 0.00553418, 14.33, 1.58512468418, -0.739515637967, -0.739515637967, -0.466518344359, 1
14.339, 0.06882903, 0.005534528, 14.33, 1.58512468418, -0.739515637967, -0.739515637967, -0.466518344359, 1
14.34, 0.068834101, 0.005535037, 14.34, 1.5777295278, -0.74418082141, -0.74418082141, -0.469472778661, 1
14.341, 0.06883888, 0.005535378, 14.34, 1.5777295278, -0.74418082141, -0.74418082141, -0.469472778661, 1
