"time","model.root.$wallTime","model.root.fmu.$wallTime","system.fmu.time","system.fmu.x0","system.fmu.der(x0)","system.fmu.x1","system.fmu.der(x1)","system.fmu.mu"
0.234, 0.001100701, 9.0649e-05, 0.23, 1.95861574384, -0.335993482346, -0.335993482346, -1.00567921669, 1
0.235, 0.001105162, 9.1009e-05, 0.23, 1.95861574384, -0.335993482346, -0.335993482346, -1.00567921669, 1
0.236, 0.001109671, 9.138e-05, 0.23, 1.95861574384, -0.335993482346, -0.335993482346, -1.00567921669, 1
0.237, 0.001114142, 9.1739e-05, 0.23, 1.95861574384, -0.335993482346, -0.335993482346, -1.00567921669, 1
0.238, 0.001118702, 9.2098e-05, 0.23, 1.95861574384, -0.335993482346, -0.335993482346, -1.00567921669, 1
0.239, 0.001123262, 9.2438e-05, 0.23, 1.95861574384, -0.335993482346, -0.335993482346, -1.00567921669, 1
0.24, 0.001127862, 9.2948e-05, 0.24, 1.95525580902, -0.346050274513, -0.346050274513, -0.978347136367, 1
0.241, 0.001132382, 9.3308e-05, 0.24, 1.95525580902, -0.346050274513, -0.346050274513, -0.978347136367, 1
0.242, 0.001137032, 9.3658e-05, 0.24, 1.95525580902, -0.346050274513, -0.346050274513, -0.978347136367, 1
0.243, 0.001141692, 9.4018e-05, 0.24, 1.95525580902, -0.346050274513, -0.346050274513, -0.978347136367, 1
0.244, 0.001146251, 9.4368e-05, 0.24, 1.95525580902, -0.346050274513, -0.346050274513, -0.978347136367, 1
0.245, 0.001150661, 9.4728e-05, 0.24, 1.95525580902, -0.346050274513, -0.346050274513, -0.978347136367, 1
0.246, 0.001157411, 9.5098e-05, 0.24, 1.95525580902, -0.346050274513, -0.346050274513, -0.978347136367, 1
0.247, 0.001161981, 9.5479e-05, 0.24, 1.95525580902, -0.346050274513, -0.346050274513, -0.978347136367, 1
0.248, 0.0011666, 9.5828e-05, 0.24, 1.95525580902, -0.346050274513, -0.346050274513, -0.978347136367, 1
0.249, 0.00117112, 9.6196e-05, 0.24, 1.95525580902, -0.346050274513, -0.346050274513, -0.978347136367, 1
0.25, 0.00117588, 9.6717e-05, 0.25, 1.95179530627, -0.355833745877, -0.355833745877, -0.952078647388, 1
0.251, 0.00118055, 9.7075e-05, 0.25, 1.95179530627, -0.355833745877, -0.355833745877, -0.952078647388, 1
0.252, 0.001185129, 9.7445e-05, 0.25, 1.95179530627, -0.355833745877, -0.355833745877, -0.952078647388, 1
0.253, 0.00118964, 9.7814e-05, 0.25, 1.95179530627, -0.355833745877, -0.355833745877, -0.952078647388, 1
0.254, 0.00119424, 9.8185e-05, 0.25, 1.95179530627, -0.355833745877, -0.355833745877, -0.952078647388, 1
0.255, 0.001198791, 9.8555e-05, 0.25, 1.95179530627, -0.355833745877, -0.355833745877, -0.952078647388, 1
0.256, 0.001203341, 9.8924e-05, 0.25, 1.95179530627, -0.355833745877, -0.355833745877, -0.952078647388, 1
0.257, 0.001208002, 9.9294e-05, 0.25, 1.95179530627, -0.355833745877, -0.355833745877, -0.952078647388, 1
0.258, 0.001212542, 9.9644e-05, 0.25, 1.95179530627, -0.355833745877, -0.355833745877, -0.952078647388, 1
0.259, 0.001217132, 9.9994e-05, 0.25, 1.95179530627, -0.355833745877, -0.355833745877, -0.952078647388, 1
0.26, 0.001221872, 0.000100524, 0.26, 1.94823696881, -0.365354532351, -0.365354532351, -0.926841868872, 1
0.261, 0.001226492, 0.000100864, 0.26, 1.94823696881, -0.365354532351, -0.365354532351, -0.926841868872, 1
0.262, 0.001231012, 0.000101204, 0.26, 1.94823696881, -0.365354532351, -0.365354532351, -0.926841868872, 1
0.263, 0.001235833, 0.000101574, 0.26, 1.94823696881, -0.365354532351, -0.365354532351, -0.926841868872, 1
0.264, 0.001240372, 0.000101954, 0.26, 1.94823696881, -0.365354532351, -0.365354532351, -0.926841868872, 1
0.265, 0.001244982, 0.000102342, 0.26, 1.94823696881, -0.365354532351, -0.365354532351, -0.926841868872, 1
0.266, 0.001249582, 0.00010271, 0.26, 1.94823696881, -0.365354532351, -0.365354532351, -0.926841868872, 1
0.267, 0.001254133, 0.000103071, 0.26, 1.94823696881, -0.365354532351, -0.365354532351, -0.926841868872, 1
0.268, 0.001258693, 0.000103433, 0.26, 1.94823696881, -0.365354532351, -0.365354532351, -0.926841868872, 1
0.269, 0.001263213, 0.00010378, 0.26, 1.94823696881, -0.365354532351, -0.365354532351, -0.926841868872, 1
0.27, 0.001267854, 0.0001043, 0.27, 1.94458342349, -0.374622951039, -0.374622951039, -0.902605390146, 1
0.271, 0.001272434, 0.000104673, 0.27, 1.94458342349, -0.374622951039, -0.374622951039, -0.902605390146, 1
0.272, 0.001277005, 0.000105022, 0.27, 1.94458342349, -0.374622951039, -0.374622951039, -0.902605390146, 1
0.273, 0.001281486, 0.000105383, 0.27, 1.94458342349, -0.374622951039, -0.374622951039, -0.902605390146, 1
0.274, 0.001286036, 0.000105753, 0.27, 1.94458342349, -0.374622951039, -0.374622951039, -0.902605390146, 1
0.275, 0.001290616, 0.000106133, 0.27, 1.94458342349, -0.374622951039, -0.374622951039, -0.902605390146, 1
0.276, 0.001295106, 0.000106503, 0.27, 1.94458342349, -0.374622951039, -0.374622951039, -0.902605390146, 1
0.277, 0.001299646, 0.000106853, 0.27, 1.94458342349, -0.374622951039, -0.374622951039, -0.902605390146, 1
0.278, 0.001304126, 0.000107223, 0.27, 1.94458342349, -0.374622951039, -0.374622951039, -0.902605390146, 1
0.279, 0.001308596, 0.000107583, 0.27, 1.94458342349, -0.374622951039, -0.374622951039, -0.902605390146, 1
0.28, 0.001313366, 0.000108093, 0.28, 1.94083719398, -0.383649004941, -0.383649004941, -0.879338323115, 1
0.281, 0.001318016, 0.000108454, 0.28, 1.94083719398, -0.383649004941, -0.383649004941, -0.879338323115, 1
0.282, 0.001322496, 0.000108821, 0.28, 1.94083719398, -0.383649004941, -0.383649004941, -0.879338323115, 1
0.283, 0.001327057, 0.000109191, 0.28, 1.94083719398, -0.383649004941, -0.383649004941, -0.879338323115, 1
0.284, 0.001331587, 0.000109549, 0.28, 1.94083719398, -0.383649004941, -0.383649004941, -0.879338323115, 1
0.285, 0.001338437, 0.000109908, 0.28, 1.94083719398, -0.383649004941, -0.383649004941, -0.879338323115, 1
0.286, 0.001342997, 0.000110279, 0.28, 1.94083719398, -0.383649004941, -0.383649004941, -0.879338323115, 1
0.287, 0.001347517, 0.000110638, 0.28, 1.94083719398, -0.383649004941, -0.383649004941, -0.879338323115, 1
0.288, 0.001352037, 0.000110996, 0.28, 1.94083719398, -0.383649004941, -0.383649004941, -0.879338323115, 1
0.289, 0.001356658, 0.000111347, 0.28, 1.94083719398, -0.383649004941, -0.383649004941, -0.879338323115, 1
0.29, 0.001361288, 0.000111857, 0.29, 1.93700070393, -0.392442388172, -0.392442388172, -0.857010347194, 1
0.291, 0.001366068, 0.000112227, 0.29, 1.93700070393, -0.392442388172, -0.392442388172, -0.857010347194, 1
0.292, 0.001370618, 0.000112587, 0.29, 1.93700070393, -0.392442388172, -0.392442388172, -0.857010347194, 1
0.293, 0.001375208, 0.000112957, 0.29, 1.93700070393, -0.392442388172, -0.392442388172, -0.857010347194, 1
0.294, 0.001379828, 0.000113327, 0.29, 1.93700070393, -0.392442388172, -0.392442388172, -0.857010347194, 1
0.295, 0.001384508, 0.000113677, 0.29, 1.93700070393, -0.392442388172, -0.392442388172, -0.857010347194, 1
0.296, 0.001389158, 0.000114036, 0.29, 1.93700070393, -0.392442388172, -0.392442388172, -0.857010347194, 1
0.297, 0.001393758, 0.000114406, 0.29, 1.93700070393, -0.392442388172, -0.392442388172, -0.857010347194, 1
0.298, 0.001398289, 0.000114777, 0.29, 1.93700070393, -0.392442388172, -0.392442388172, -0.857010347194, 1
0.299, 0.001402918, 0.000115129, 0.29, 1.93700070393, -0.392442388172, -0.392442388172, -0.857010347194, 1
0.3, 0.001407558, 0.00011564, 0.3, 1.93307628005, -0.401012491644, -0.401012491644, -0.835591747419, 1
0.301, 0.001412207, 0.000116, 0.3, 1.93307628005, -0.401012491644, -0.401012491644, -0.835591747419, 1
0.302, 0.001417986, 0.000116439, 0.3, 1.93307628005, -0.401012491644, -0.401012491644, -0.835591747419, 1
0.303, 0.001424697, 0.000116958, 0.3, 1.93307628005, -0.401012491644, -0.401012491644, -0.835591747419, 1
0.304, 0.001431447, 0.000117478, 0.3, 1.93307628005, -0.401012491644, -0.401012491644, -0.835591747419, 1
0.305, 0.001438697, 0.000118059, 0.3, 1.93307628005, -0.401012491644, -0.401012491644, -0.835591747419, 1
0.306, 0.001445736, 0.000118599, 0.3, 1.93307628005, -0.401012491644, -0.401012491644, -0.835591747419, 1
0.307, 0.001453016, 0.000119109, 0.3, 1.93307628005, -0.401012491644, -0.401012491644, -0.835591747419, 1
0.308, 0.001459816, 0.000119669, 0.3, 1.93307628005, -0.401012491644, -0.401012491644, -0.835591747419, 1
0.309, 0.001465717, 0.000120138, 0.3, 1.93307628005, -0.401012491644, -0.401012491644, -0.835591747419, 1
0.31, 0.001470477, 0.000120679, 0.31, 1.92906615513, -0.409368409118, -0.409368409118, -0.815053446359, 1
0.311, 0.001475018, 0.000121048, 0.31, 1.92906615513, -0.409368409118, -0.409368409118, -0.815053446359, 1
0.312, 0.001479549, 0.00012142, 0.31, 1.92906615513, -0.409368409118, -0.409368409118, -0.815053446359, 1
0.313, 0.00148405, 0.000121789, 0.31, 1.92906615513, -0.409368409118, -0.409368409118, -0.815053446359, 1
0.314, 0.00148858, 0.000122148, 0.31, 1.92906615513, -0.409368409118, -0.409368409118, -0.815053446359, 1
0.315, 0.001493149, 0.000122507, 0.31, 1.92906615513, -0.409368409118, -0.409368409118, -0.815053446359, 1
0.316, 0.001497669, 0.000122877, 0.31, 1.92906615513, -0.409368409118, -0.409368409118, -0.815053446359, 1
0.317, 0.001502128, 0.000123248, 0.31, 1.92906615513, -0.409368409118, -0.409368409118, -0.815053446359, 1
0.318, 0.001506748, 0.000123608, 0.31, 1.92906615513, -0.409368409118, -0.409368409118, -0.815053446359, 1
0.319, 0.001511199, 0.000123967, 0.31, 1.92906615513, -0.409368409118, -0.409368409118, -0.815053446359, 1
0.32, 0.001515839, 0.000124487, 0.32, 1.92497247104, -0.417518943582, -0.417518943582, -0.795367030364, 1
0.321, 0.001520519, 0.000124857, 0.32, 1.92497247104, -0.417518943582, -0.417518943582, -0.795367030364, 1
0.322, 0.001525019, 0.000125217, 0.32, 1.92497247104, -0.417518943582, -0.417518943582, -0.795367030364, 1
0.323, 0.001532549, 0.000125587, 0.32, 1.92497247104, -0.417518943582, -0.417518943582, -0.795367030364, 1
0.324, 0.001537189, 0.000125947, 0.32, 1.92497247104, -0.417518943582, -0.417518943582, -0.795367030364, 1
0.325, 0.001541669, 0.000126305, 0.32, 1.92497247104, -0.417518943582, -0.417518943582, -0.795367030364, 1
0.326, 0.001546189, 0.000126656, 0.32, 1.92497247104, -0.417518943582, -0.417518943582, -0.795367030364, 1
0.327, 0.001550698, 0.000127026, 0.32, 1.92497247104, -0.417518943582, -0.417518943582, -0.795367030364, 1
0.328, 0.001555228, 0.000127387, 0.32, 1.92497247104, -0.417518943582, -0.417518943582, -0.795367030364, 1
0.329, 0.001559729, 0.000127758, 0.32, 1.92497247104, -0.417518943582, -0.417518943582, -0.795367030364, 1
0.33, 0.001564359, 0.000128278, 0.33, 1.92079728161, -0.425472613885, -0.425472613885, -0.776504770692, 1
0.331, 0.001568879, 0.000128627, 0.33, 1.92079728161, -0.425472613885, -0.425472613885, -0.776504770692, 1
0.332, 0.0015735, 0.000128988, 0.33, 1.92079728161, -0.425472613885, -0.425472613885, -0.776504770692, 1
0.333, 0.001578011, 0.000129356, 0.33, 1.92079728161, -0.425472613885, -0.425472613885, -0.776504770692, 1
0.334, 0.001582481, 0.000129725, 0.33, 1.92079728161, -0.425472613885, -0.425472613885, -0.776504770692, 1
0.335, 0.001587622, 0.000130265, 0.33, 1.92079728161, -0.425472613885, -0.425472613885, -0.776504770692, 1
0.336, 0.001592532, 0.000130755, 0.33, 1.92079728161, -0.425472613885, -0.425472613885, -0.776504770692, 1
0.337, 0.001597102, 0.000131105, 0.33, 1.92079728161, -0.425472613885, -0.425472613885, -0.776504770692, 1
0.338, 0.001601732, 0.000131465, 0.33, 1.92079728161, -0.425472613885, -0.425472613885, -0.776504770692, 1
0.339, 0.001606242, 0.000131805, 0.33, 1.92079728161, -0.425472613885, -0.425472613885, -0.776504770692, 1
0.34, 0.001611042, 0.000132315, 0.34, 1.91654255547, -0.433237661592, -0.433237661592, -0.758439639985, 1
0.341, 0.001615502, 0.000132666, 0.34, 1.91654255547, -0.433237661592, -0.433237661592, -0.758439639985, 1
0.342, 0.001620092, 0.000133025, 0.34, 1.91654255547, -0.433237661592, -0.433237661592, -0.758439639985, 1
0.343, 0.001624621, 0.000133385, 0.34, 1.91654255547, -0.433237661592, -0.433237661592, -0.758439639985, 1
0.344, 0.00162917, 0.000133755, 0.34, 1.91654255547, -0.433237661592, -0.433237661592, -0.758439639985, 1
0.345, 0.00163374, 0.000134137, 0.34, 1.91654255547, -0.433237661592, -0.433237661592, -0.758439639985, 1
0.346, 0.00163847, 0.000134507, 0.34, 1.91654255547, -0.433237661592, -0.433237661592, -0.758439639985, 1
0.347, 0.00164295, 0.000134876, 0.34, 1.91654255547, -0.433237661592, -0.433237661592, -0.758439639985, 1
0.348, 0.00164754, 0.000135238, 0.34, 1.91654255547, -0.433237661592, -0.433237661592, -0.758439639985, 1
0.349, 0.00165211, 0.0001356, 0.34, 1.91654255547, -0.433237661592, -0.433237661592, -0.758439639985, 1
0.35, 0.001656819, 0.00013613, 0.35, 1.91221017885, -0.440822057992, -0.440822057992, -0.741145324562, 1
0.351, 0.00166165, 0.000136478, 0.35, 1.91221017885, -0.440822057992, -0.440822057992, -0.741145324562, 1
0.352, 0.00166627, 0.000136838, 0.35, 1.91221017885, -0.440822057992, -0.440822057992, -0.741145324562, 1
0.353, 0.00167095, 0.000137208, 0.35, 1.91221017885, -0.440822057992, -0.440822057992, -0.741145324562, 1
0.354, 0.00167545, 0.000137588, 0.35, 1.91221017885, -0.440822057992, -0.440822057992, -0.741145324562, 1
0.355, 0.0016801, 0.000137948, 0.35, 1.91221017885, -0.440822057992, -0.440822057992, -0.741145324562, 1
0.356, 0.00168467, 0.000138308, 0.35, 1.91221017885, -0.440822057992, -0.440822057992, -0.741145324562, 1
0.357, 0.00168918, 0.000138658, 0.35, 1.91221017885, -0.440822057992, -0.440822057992, -0.741145324562, 1
0.358, 0.001693671, 0.000139028, 0.35, 1.91221017885, -0.440822057992, -0.440822057992, -0.741145324562, 1
0.359, 0.001698242, 0.000139389, 0.35, 1.91221017885, -0.440822057992, -0.440822057992, -0.741145324562, 1
0.36, 0.001702901, 0.0001399, 0.36, 1.90780195827, -0.448233511238, -0.448233511238, -0.724596232948, 1
0.361, 0.001707572, 0.000140271, 0.36, 1.90780195827, -0.448233511238, -0.448233511238, -0.724596232948, 1
0.362, 0.001714223, 0.000140643, 0.36, 1.90780195827, -0.448233511238, -0.448233511238, -0.724596232948, 1
0.363, 0.001718884, 0.000140992, 0.36, 1.90780195827, -0.448233511238, -0.448233511238, -0.724596232948, 1
0.364, 0.001723444, 0.000141343, 0.36, 1.90780195827, -0.448233511238, -0.448233511238, -0.724596232948, 1
0.365, 0.001727964, 0.000141712, 0.36, 1.90780195827, -0.448233511238, -0.448233511238, -0.724596232948, 1
0.366, 0.001732575, 0.000142072, 0.36, 1.90780195827, -0.448233511238, -0.448233511238, -0.724596232948, 1
0.367, 0.001737326, 0.00014244, 0.36, 1.90780195827, -0.448233511238, -0.448233511238, -0.724596232948, 1
0.368, 0.001741895, 0.000142799, 0.36, 1.90780195827, -0.448233511238, -0.448233511238, -0.724596232948, 1
0.369, 0.001746545, 0.000143169, 0.36, 1.90780195827, -0.448233511238, -0.448233511238, -0.724596232948, 1
0.37, 0.001751195, 0.000143679, 0.37, 1.90331962316, -0.455479473567, -0.455479473567, -0.708767501018, 1
0.371, 0.001755805, 0.000144029, 0.37, 1.90331962316, -0.455479473567, -0.455479473567, -0.708767501018, 1
0.372, 0.001760415, 0.000144389, 0.37, 1.90331962316, -0.455479473567, -0.455479473567, -0.708767501018, 1
0.373, 0.001765015, 0.000144749, 0.37, 1.90331962316, -0.455479473567, -0.455479473567, -0.708767501018, 1
0.374, 0.001769525, 0.000145109, 0.37, 1.90331962316, -0.455479473567, -0.455479473567, -0.708767501018, 1
0.375, 0.001774275, 0.000145467, 0.37, 1.90331962316, -0.455479473567, -0.455479473567, -0.708767501018, 1
0.376, 0.001778835, 0.000145826, 0.37, 1.90331962316, -0.455479473567, -0.455479473567, -0.708767501018, 1
0.377, 0.001783435, 0.000146187, 0.37, 1.90331962316, -0.455479473567, -0.455479473567, -0.708767501018, 1
0.378, 0.001787934, 0.000146546, 0.37, 1.90331962316, -0.455479473567, -0.455479473567, -0.708767501018, 1
0.379, 0.001792513, 0.000146907, 0.37, 1.90331962316, -0.455479473567, -0.455479473567, -0.708767501018, 1
0.38, 0.001797223, 0.000147416, 0.38, 1.89876482842, -0.462567148577, -0.462567148577, -0.69363499414, 1
0.381, 0.001801724, 0.000147775, 0.38, 1.89876482842, -0.462567148577, -0.462567148577, -0.69363499414, 1
0.382, 0.001806275, 0.000148143, 0.38, 1.89876482842, -0.462567148577, -0.462567148577, -0.69363499414, 1
0.383, 0.001810785, 0.000148505, 0.38, 1.89876482842, -0.462567148577, -0.462567148577, -0.69363499414, 1
0.384, 0.001815285, 0.000148865, 0.38, 1.89876482842, -0.462567148577, -0.462567148577, -0.69363499414, 1
0.385, 0.001819865, 0.000149225, 0.38, 1.89876482842, -0.462567148577, -0.462567148577, -0.69363499414, 1
0.386, 0.001824375, 0.000149575, 0.38, 1.89876482842, -0.462567148577, -0.462567148577, -0.69363499414, 1
0.387, 0.001829015, 0.000149935, 0.38, 1.89876482842, -0.462567148577, -0.462567148577, -0.69363499414, 1
0.388, 0.001833735, 0.000150305, 0.38, 1.89876482842, -0.462567148577, -0.462567148577, -0.69363499414, 1
0.389, 0.001838275, 0.000150665, 0.38, 1.89876482842, -0.462567148577, -0.462567148577, -0.69363499414, 1
0.39, 0.001843065, 0.000151195, 0.39, 1.89413915694, -0.469503498519, -0.469503498519, -0.679175306626, 1
0.391, 0.001847645, 0.000151566, 0.39, 1.89413915694, -0.469503498519, -0.469503498519, -0.679175306626, 1
0.392, 0.001852205, 0.000151926, 0.39, 1.89413915694, -0.469503498519, -0.469503498519, -0.679175306626, 1
0.393, 0.001856745, 0.000152305, 0.39, 1.89413915694, -0.469503498519, -0.469503498519, -0.679175306626, 1
0.394, 0.001861214, 0.000152676, 0.39, 1.89413915694, -0.469503498519, -0.469503498519, -0.679175306626, 1
0.395, 0.001865744, 0.000153037, 0.39, 1.89413915694, -0.469503498519, -0.469503498519, -0.679175306626, 1
0.396, 0.001870394, 0.000153386, 0.39, 1.89413915694, -0.469503498519, -0.469503498519, -0.679175306626, 1
0.397, 0.001875025, 0.000153746, 0.39, 1.89413915694, -0.469503498519, -0.469503498519, -0.679175306626, 1
0.398, 0.001879644, 0.000154096, 0.39, 1.89413915694, -0.469503498519, -0.469503498519, -0.679175306626, 1
0.399, 0.001884105, 0.000154456, 0.39, 1.89413915694, -0.469503498519, -0.469503498519, -0.679175306626, 1
0.4, 0.001890985, 0.000154976, 0.4, 1.88944412195, -0.476295251585, -0.476295251585, -0.665365758817, 1
0.401, 0.001895665, 0.000155336, 0.4, 1.88944412195, -0.476295251585, -0.476295251585, -0.665365758817, 1
0.402, 0.001900275, 0.000155696, 0.4, 1.88944412195, -0.476295251585, -0.476295251585, -0.665365758817, 1
0.403, 0.001904795, 0.000156066, 0.4, 1.88944412195, -0.476295251585, -0.476295251585, -0.665365758817, 1
0.404, 0.001909345, 0.000156426, 0.4, 1.88944412195, -0.476295251585, -0.476295251585, -0.665365758817, 1
0.405, 0.001913925, 0.000156786, 0.4, 1.88944412195, -0.476295251585, -0.476295251585, -0.665365758817, 1
0.406, 0.001918455, 0.000157136, 0.4, 1.88944412195, -0.476295251585, -0.476295251585, -0.665365758817, 1
0.407, 0.001923105, 0.000157486, 0.4, 1.88944412195, -0.476295251585, -0.476295251585, -0.665365758817, 1
0.408, 0.001927634, 0.000157855, 0.4, 1.88944412195, -0.476295251585, -0.476295251585, -0.665365758817, 1
0.409, 0.001932123, 0.000158213, 0.4, 1.88944412195, -0.476295251585, -0.476295251585, -0.665365758817, 1
0.41, 0.001936754, 0.000158733, 0.41, 1.88468116944, -0.482948909173, -0.482948909173, -0.652184392071, 1
0.411, 0.001941295, 0.000159102, 0.41, 1.88468116944, -0.482948909173, -0.482948909173, -0.652184392071, 1
0.412, 0.001945945, 0.000159472, 0.41, 1.88468116944, -0.482948909173, -0.482948909173, -0.652184392071, 1
0.413, 0.001950445, 0.000159842, 0.41, 1.88468116944, -0.482948909173, -0.482948909173, -0.652184392071, 1
0.414, 0.001955014, 0.000160194, 0.41, 1.88468116944, -0.482948909173, -0.482948909173, -0.652184392071, 1
0.415, 0.001959594, 0.000160563, 0.41, 1.88468116944, -0.482948909173, -0.482948909173, -0.652184392071, 1
0.416, 0.001964034, 0.000160921, 0.41, 1.88468116944, -0.482948909173, -0.482948909173, -0.652184392071, 1
0.417, 0.001968544, 0.000161282, 0.41, 1.88468116944, -0.482948909173, -0.482948909173, -0.652184392071, 1
0.418, 0.001973054, 0.000161642, 0.41, 1.88468116944, -0.482948909173, -0.482948909173, -0.652184392071, 1
0.419, 0.001977514, 0.000161992, 0.41, 1.88468116944, -0.482948909173, -0.482948909173, -0.652184392071, 1
0.42, 0.001982224, 0.000162502, 0.42, 1.87985168034, -0.489470753094, -0.489470753094, -0.639609961918, 1
0.421, 0.001986764, 0.000162852, 0.42, 1.87985168034, -0.489470753094, -0.489470753094, -0.639609961918, 1
0.422, 0.001991324, 0.000163212, 0.42, 1.87985168034, -0.489470753094, -0.489470753094, -0.639609961918, 1
0.423, 0.001995985, 0.000163563, 0.42, 1.87985168034, -0.489470753094, -0.489470753094, -0.639609961918, 1
0.424, 0.002000485, 0.000163943, 0.42, 1.87985168034, -0.489470753094, -0.489470753094, -0.639609961918, 1
0.425, 0.002005074, 0.000164306, 0.42, 1.87985168034, -0.489470753094, -0.489470753094, -0.639609961918, 1
0.426, 0.002009584, 0.000164676, 0.42, 1.87985168034, -0.489470753094, -0.489470753094, -0.639609961918, 1
0.427, 0.002014173, 0.000165037, 0.42, 1.87985168034, -0.489470753094, -0.489470753094, -0.639609961918, 1
0.428, 0.002018784, 0.000165408, 0.42, 1.87985168034, -0.489470753094, -0.489470753094, -0.639609961918, 1
0.429, 0.002023374, 0.000165776, 0.42, 1.87985168034, -0.489470753094, -0.489470753094, -0.639609961918, 1
0.43, 0.002028044, 0.000166305, 0.43, 1.87495697281, -0.495866852713, -0.495866852713, -0.627621929623, 1
0.431, 0.002032555, 0.000166683, 0.43, 1.87495697281, -0.495866852713, -0.495866852713, -0.627621929623, 1
0.432, 0.002037084, 0.000167051, 0.43, 1.87495697281, -0.495866852713, -0.495866852713, -0.627621929623, 1
0.433, 0.002041604, 0.000167413, 0.43, 1.87495697281, -0.495866852713, -0.495866852713, -0.627621929623, 1
0.434, 0.002046034, 0.000167783, 0.43, 1.87495697281, -0.495866852713, -0.495866852713, -0.627621929623, 1
0.435, 0.002050534, 0.000168143, 0.43, 1.87495697281, -0.495866852713, -0.495866852713, -0.627621929623, 1
0.436, 0.002055054, 0.000168513, 0.43, 1.87495697281, -0.495866852713, -0.495866852713, -0.627621929623, 1
0.437, 0.002059594, 0.000168893, 0.43, 1.87495697281, -0.495866852713, -0.495866852713, -0.627621929623, 1
